dhkf⇥	卽使
(白巾鳥,DyUwTl,mián,CJK-B)	𪁼
(亠人人十鳥,UeSiSiTl,sù,CJK-B)	𪁽
(⺿丿大鳥,WhCkXiTl,ǎo_wò,CJK-B)	𪁾
(木厶鳥,AjVyNdTl,,CJK-B)	𪁿
(鳥八乂斤,TlVyOsOz,fǔ,CJK-B)	𪂀
(宀心丿鳥,ErNgCkTl,,CJK-B)	𪂁
(十日十鳥,GlJeGlTl,,CJK-B)	𪂂
(鳥白丿十,TlDyCkGl,,CJK-B)	𪂃
(亻夕夕鳥,KjXuXuTl,wèi,CJK-B)	𪂄
(木支鳥,AjBhTl,zhī,CJK-B)	𪂅
(氏日鳥,QuJeTl,mín,CJK-B)	𪂆
(日曰鳥,JeRlTl,chāng,CJK-B)	𪂇
(火火鳥,YvYvTl,yán,CJK-B)	𪂈
(戈口一鳥,IeIqFhTl,yù,CJK-B)	𪂉
(鳥阝宀匕,TlTjErHs,,CJK-B)	𪂊
(鳥冖巾,TlSiErUw,fù,CJK-B)	𪂋
(水曰鳥,HgRlTl,tà,CJK-B)	𪂌
(一廾一廾鳥,FhWhFhTl,jǐ,CJK-B)	𪂍
(鳥子,TlWnYd,,CJK-B)	𪂎
(鳥,DmTl,fèi,CJK-B)	𪂏
(一人人工鳥,FhSiSiTl,,CJK-B)	𪂐
(广氏丶鳥,GpQuOeTl,,CJK-B)	𪂑
(勹心鳥,SnBlNgTl,hú,CJK-B)	𪂒
(山且鳥,DsRhTl,jū,CJK-B)	𪂓
(氵且鳥,HgRhTl,,CJK-B)	𪂔
(鳥,TfTl,yǔ,CJK-B)	𪂕
(月卩又鳥,MdWjWiTl,,CJK-B)	𪂖
(尸衣鳥,MzOrTl,,CJK-B)	𪂗
(人小口鳥,SiOtIqTl,,CJK-B)	𪂘
(鳥月月,TlMdMd,,CJK-B)	𪂙
(鳥土八土,TlBmVyBm,,CJK-B)	𪂚
(艹氏鳥,WhQuTl,qí,CJK-B)	𪂛
(木攵鳥,AjRyTl,méi,CJK-B)	𪂜
(鳥木日,TlAjJe,,CJK-B)	𪂝
(鳥,DmTl,,CJK-B)	𪂞
(㡀鳥,KtTl,biē,CJK-B)	𪂟
(田木鳥,SlAjTl,guǒ,CJK-B)	𪂠
(日月鳥,JeMdTl,,CJK-B)	𪂡
(山厂干鳥,DsOyLrTl,,CJK-B)	𪂢
(隹鳥,VhTl,,CJK-B)	𪂣
(亼口卩鳥,TuIqWjTl,mìng,CJK-B)	𪂤
(八乂斤鳥,VyOsOzTl,,CJK-B)	𪂥
(宀夕⺋鳥,ErXuWjTl,wǎn_yuān,CJK-B)	𪂦
(宀夕⺋,TlErXuWj,wǎn,CJK-B)	𪂧
(心丿山鳥,NgCkDsTl,,CJK-B)	𪂨
(氺鳥,SiHgTl,,CJK-B)	𪂩
(冖巾鳥,SiErUwTl,,CJK-B)	𪂪
(旡旡鳥,UeUeTl,,CJK-B)	𪂫
(虎鳥,QbTl,,CJK-B)	𪂬
(鳥宀夕⺋,TlErXuWj,,CJK-B)	𪂭
(子瓜鳥,YdQjTl,,CJK-B)	𪂮
(鳥女古,TlSmQm,,CJK-B)	𪂯
(鳥广氏丶,TlGpQuOe,,CJK-B)	𪂰
(鳥⺊日十,TlDhJeGl,,CJK-B)	𪂱
(子瓜鳥,YdQjTl,,CJK-B)	𪂲
(鳥日匕,TlJeHsHs,,CJK-B)	𪂳
(鳥龶⺝,TlZhMd,jīng,CJK-B)	𪂴
(戈口一鳥,IeIqFhTl,yù,CJK-B)	𪂵
(戊一口鳥,UcFhIqTl,xián,CJK-B)	𪂶
(鳥⺈厂矢,TlRlOyEu,,CJK-B)	𪂷
(穴人又鳥,ZiSiWiTl,,CJK-B)	𪂸
(丶日鳥,ZhOeJeTl,chūn,CJK-B)	𪂹
(⺈心鳥,RlSiNgTl,jí,CJK-B)	𪂺
(亼口廾鳥,TuIqWhTl,,CJK-B)	𪂻
(木目鳥,AjGyTl,xiāng,CJK-B)	𪂼
(八刀皿鳥,VyKgBkTl,pén,CJK-B)	𪂽
(鳥,OzTl,fù,CJK-B)	𪂾
(鳥日疋,TlJeKf,,CJK-B)	𪂿
(鳥冎口,TlFvIq,,CJK-B)	𪃀
(亻口木鳥,KjIqAjTl,,CJK-B)	𪃁
(氵鳥,HgPdJvTl,liú,CJK-B)	𪃂
(𠂉日夂鳥,LdJeJtTl,,CJK-B)	𪃃
(田心鳥,SlNgTl,sāi,CJK-B)	𪃄
(⺌⺝刂鳥,OtMdKgTl,xuē,CJK-B)	𪃅
(鳥㇏一大,TlZhOeXi,zòu,CJK-B)	𪃆
(士口ㄥ大鳥,MfIqPvTl,,CJK-B)	𪃇
(丰刀大鳥,ZhKgXiTl,jié,CJK-B)	𪃈
(而大鳥,UaXiTl,,CJK-B)	𪃉
(㐅凵八夂鳥,OsZvVyTl,,CJK-B)	𪃊
(西土鳥,QpBmTl,zhān_jiān,CJK-B)	𪃋
(日一勹鳥,JeFhSnTl,,CJK-B)	𪃌
(田⽱鳥,SlFjTl,yú,CJK-B)	𪃍
(亼月刂鳥,TuMdKgTl,yú,CJK-B)	𪃎
(甘木鳥,MzAjTl,méi,CJK-B)	𪃏
(鳥目小丿,TlGyOtCk,miǎo,CJK-B)	𪃐
(⺜目鳥,JeGyTl,mào,CJK-B)	𪃑
(广廿又鳥,GpXkWiTl,duó,CJK-B)	𪃒
(⺈貝鳥,RlIcTl,fù,CJK-B)	𪃓
(⺿民鳥,WhNsTl,,CJK-B)	𪃔
(氵各鳥,HgQyTl,,CJK-B)	𪃕
(⺿氏一鳥,WhQuFhTl,,CJK-B)	𪃖
(鳥宀{凬字心}一,TlErTeFh,,CJK-B)	𪃗
(十戈口鳥,GlIeIqTl,,CJK-B)	𪃘
(耂日鳥,RiJeTl,,CJK-B)	𪃙
(止示鳥,LdDdTl,,CJK-B)	𪃚
(文厂彡鳥,WmOyBlTl,jiàn,CJK-B)	𪃛
(宀工口鳥,ErNvIqTl,,CJK-B)	𪃜
(彳土寸鳥,JbBmLwTl,,CJK-B)	𪃝
(鳥艹田,TlWhSl,,CJK-B)	𪃞
({彀字框无一}鳥,VsTl,,CJK-B)	𪃟
(束力鳥,UhAuTl,,CJK-B)	𪃠
(氵龷八鳥,HgXkVyTl,,CJK-B)	𪃡
(十冂鳥,GlZvIdTl,,CJK-B)	𪃢
(㇏日鳥,ZhOeJeTl,,CJK-B)	𪃣
(土土㇗大鳥,BmBmPvTl,,CJK-B)	𪃤
(木目鳥,AjGyTl,,CJK-B)	𪃥
(目小丿鳥,GyOtCkTl,miáo,CJK-B)	𪃦
(目小丿鳥,GyOtCkTl,,CJK-B)	𪃧
(山幺幺鳥,DsBlBlTl,āo,CJK-B)	𪃨
(禾火鳥,ZpYvTl,,CJK-B)	𪃩
(人鳥,WiSiTl,,CJK-B)	𪃪
(禾屮儿鳥,ZpIaAhTl,,CJK-B)	𪃫
(丷酉鳥,VyTiTl,,CJK-B)	𪃬
(宀各鳥,ErQyTl,kè,CJK-B)	𪃭
(尸至鳥,MzCyTl,,CJK-B)	𪃮
(民日鳥,NsJeTl,,CJK-B)	𪃯
(厶貝鳥,NdIcTl,,CJK-B)	𪃰
(厂日子鳥,OyJeYdTl,,CJK-B)	𪃱
(鳥耂日,TlRiJe,,CJK-B)	𪃲
(⺿冂大鳥,WhZvXiTl,,CJK-B)	𪃳
(鳥爫可,TlToZj,,CJK-B)	𪃴
(鳥木日一,TlAjJeFh,,CJK-B)	𪃵
(亻矢鳥,KjEhEuTl,hóu,CJK-B)	𪃶
(目一小鳥,GyFhOtTl,,CJK-B)	𪃷
(廿㇗木鳥,XkPvAjTl,,CJK-B)	𪃸
(卩鳥,TpWjTl,,CJK-B)	𪃹
(井王冂鳥,BzGiZvTl,gòu,CJK-B)	𪃺
(月⺁鳥,MdOyOrTl,,CJK-B)	𪃻
(自心鳥,CjNgTl,xī,CJK-B)	𪃼
(氵爫子鳥,HgToYdTl,,CJK-B)	𪃽
(宀谷鳥,ErPuTl,róng,CJK-B)	𪃾
(可可鳥,ZjZjTl,gē,CJK-B)	𪃿
(舟殳鳥,LkQiTl,pán,CJK-B)	𪄀
(厂白小鳥,OyDyOtTl,yuán,CJK-B)	𪄁
(一自夂鳥,FhCjJtTl,xià,CJK-B)	𪄂
(干木鳥,LrLrAjTl,,CJK-B)	𪄃
(冫⺆土口鳥,LvZvBmTl,,CJK-B)	𪄄
(㐅木殳鳥,OsAjQiTl,shā,CJK-B)	𪄅
(丿龱匕鳥,CkLwHsTl,pī_pí,CJK-B)	𪄆
(八乂鳥,VyOsTkTl,,CJK-B)	𪄇
(鳥㇏禾,TlZhOeZp,qíng,CJK-B)	𪄈
(巛口巴鳥,JvIqEwTl,yōng,CJK-B)	𪄉
(目目鳥,GyGyTl,qú,CJK-B)	𪄊
(宀又丷山鳥,ErWiVyTl,,CJK-B)	𪄋
(工貝鳥,NvIcTl,gòng,CJK-B)	𪄌
(吅㐄鳥,RuGjTl,,CJK-B)	𪄍
(木各鳥,AjQyTl,gé,CJK-B)	𪄎
(覀八刀鳥,QpVyKgTl,xiān,CJK-B)	𪄏
(十廿木鳥,GlXkAjTl,,CJK-B)	𪄐
(穴厶夂鳥,ZiNdJtTl,sù,CJK-B)	𪄑
(髟鳥,BeTl,,CJK-B)	𪄒
(鳥宀二儿女,TlErRlSm,,CJK-B)	𪄓
(鳥鬼,TlBy,,CJK-B)	𪄔
(王王鳥,GiKgGiTl,bān,CJK-B)	𪄕
(老日鳥,RiJeTl,qí,CJK-B)	𪄖
(士冖一火鳥,MfErFhTl,hòu,CJK-B)	𪄗
(𠂇口冂口鳥,GlIqZvTl,,CJK-B)	𪄘
(目目鳥,GyGyTl,,CJK-B)	𪄙
(⺜羽鳥,JeEhTl,,CJK-B)	𪄚
(鳥自心,TlCjNg,xī,CJK-B)	𪄛
(丿㠯一巾鳥,CkUsFhTl,,CJK-B)	𪄜
(鳥烏,TlTz,wū,CJK-B)	𪄝
(鳥勹勹,TlSnIaIa,,CJK-B)	𪄞
(鳥方𠂉⺆亠,TlMxLdUe,,CJK-B)	𪄟
(氵束鳥,HgUhTl,,CJK-B)	𪄠
(尸龷鳥,MzXkOrTl,,CJK-B)	𪄡
(⺈冂八匕鳥,RlZvVyTl,,CJK-B)	𪄢
(氵⺧口鳥,HgLzIqTl,,CJK-B)	𪄣
(大镸鳥,XiSiTl,,CJK-B)	𪄤
(鳥⾻,TlFv,,CJK-B)	𪄥
(鳥艹人木,TlWhSiAj,,CJK-B)	𪄦
(鳥䒑辶,TlVyIaLt,,CJK-B)	𪄧
(口⺌⺝鳥,IqOtMdTl,,CJK-B)	𪄨
(鳥隹十,TlVhGl,,CJK-B)	𪄩
(木人人力鳥,AjSiSiTl,,CJK-B)	𪄪
(氵人禾鳥,HgSiZpTl,,CJK-B)	𪄫
(礻矢鳥,DdEuTl,,CJK-B)	𪄬
(木人氺鳥,AjSiHgTl,qī,CJK-B)	𪄭
(⻗二ㄅ鳥,TfRlPvTl,hù_gù,CJK-B)	𪄮
(夫見鳥,SvScTl,guī,CJK-B)	𪄯
(心丿虫鳥,NgCkJwTl,,CJK-B)	𪄰
(冂古鳥,YqZvQmTl,dí,CJK-B)	𪄱
(冂八口鳥,YqZvVyTl,shāng,CJK-B)	𪄲
(⿆鳥,JfTl,mài,CJK-B)	𪄳
(𠂉母攵鳥,LdQtRyTl,mǐn,CJK-B)	𪄴
(旡鳥,TpUeTl,jì,CJK-B)	𪄵
(羽白鳥,EhDyTl,xí,CJK-B)	𪄶
(覀大⺋鳥,QpXiWjTl,xiān,CJK-B)	𪄷
(龶貝鳥,ZhIcTl,jí,CJK-B)	𪄸
(巾鳥,XyUwTl,cháng,CJK-B)	𪄹
(鳥宀二儿攵,TlErRlRy,kòu,CJK-B)	𪄺
(鳥㇏臼,TlZhOeWi,chōng_zhuāng,CJK-B)	𪄻
(口隹鳥,IqVhTl,,CJK-B)	𪄼
(士冖一卯鳥,MfErFhTl,,CJK-B)	𪄽
(隹人鳥,VhEhSiTl,,CJK-B)	𪄾
(廿口夫鳥,XkIqSvTl,,CJK-B)	𪄿
(廿口龶鳥,XkIqZhTl,,CJK-B)	𪅀
(山宀示鳥,DsErDdTl,,CJK-B)	𪅁
(音十鳥,ArGlTl,zhāng,CJK-B)	𪅂
(覀示鳥,QpDdTl,piǎo_piāo,CJK-B)	𪅃
(亠幺冫十鳥,UeBlLvTl,sù,CJK-B)	𪅄
(田各鳥,SlQyTl,lüè,CJK-B)	𪅅
(亠㐅凵禸鳥,UeOsZvTl,lí,CJK-B)	𪅆
(卝罒冖鳥,WhYtErTl,mèng,CJK-B)	𪅇
(亻人人人人一鳥,KjSiSiTl,chōng,CJK-B)	𪅈
(臼日鳥,WiJeTl,tiān,CJK-B)	𪅉
(爫豕鳥,ToKtTl,,CJK-B)	𪅊
(阝土儿夂鳥,TjBmAhTl,líng,CJK-B)	𪅋
(禾刂木鳥,ZpKgAjTl,,CJK-B)	𪅌
(氵木人人鳥,HgAjSiTl,chì,CJK-B)	𪅍
(爫臼鳥,ToWiTl,,CJK-B)	𪅎
({彀字框无一}几鳥,VsPsTl,,CJK-B)	𪅏
(⺿日大鳥,WhJeXiTl,,CJK-B)	𪅐
(音儿鳥,ArAhTl,,CJK-B)	𪅑
(米瓦鳥,MgFnTl,,CJK-B)	𪅒
(小隹鳥,OtVhTl,,CJK-B)	𪅓
(几鳥白王,PsTlDyGi,,CJK-B)	𪅔
(巛田木鳥,JvSlAjTl,,CJK-B)	𪅕
(丶臼鳥,ZhOeWiTl,chōng_zhuāng,CJK-B)	𪅖
(未攵厂鳥,JxRyOyTl,,CJK-B)	𪅗
(鳥十田寸,TlGlSlLw,,CJK-B)	𪅘
(束攵鳥,UhRyTl,chì,CJK-B)	𪅙
(目⺁鳥,GyOyOrTl,,CJK-B)	𪅚
(鳥口丨女,TlSfIqSm,,CJK-B)	𪅛
(鳥彳人人龰,TlJbSiLd,,CJK-B)	𪅜
(鳥鳥,TlTl,niǎo,CJK-B)	𪅝
(勹米大鳥,SnMgXiTl,,CJK-B)	𪅞
(鳥广肀用,TlGpUaQl,yóng,CJK-B)	𪅟
(⺶ヿ土鳥,IdPvBmTl,,CJK-B)	𪅠
(鳥羽人彡,TlEhSiBl,,CJK-B)	𪅡
(宀一丿皿亅鳥,ErFhCkTl,,CJK-B)	𪅢
(大人人月鳥,XiSiSiTl,,CJK-B)	𪅣
(臣又土鳥,DzWiBmTl,,CJK-B)	𪅤
(隹夂鳥,VhJtTl,,CJK-B)	𪅥
(鳥囗戈口一,TlUdIeFh,,CJK-B)	𪅦
(土隹鳥,BmVhTl,,CJK-B)	𪅧
(禾夕夕鳥,ZpXuXuTl,,CJK-B)	𪅨
(矢口二ㄅ鳥,EuIqRlTl,,CJK-B)	𪅩
(子阝鳥,WnYdTjTl,,CJK-B)	𪅪
(土戈口一鳥,BmIeIqTl,,CJK-B)	𪅫
(亻匚日女鳥,KjEhJeTl,,CJK-B)	𪅬
(亻丨夂⺝鳥,KjKsJtTl,,CJK-B)	𪅭
(宀心丿山鳥,ErNgCkTl,mì,CJK-B)	𪅮
(冫馬鳥,LvGbTl,,CJK-B)	𪅯
(人予鳥,SiVlMaTl,shū,CJK-B)	𪅰
(尸丿口⽱鳥,MzCkIqTl,,CJK-B)	𪅱
(亼口羽鳥,TuIqEhTl,xì,CJK-B)	𪅲
(田鳥,FmSlTl,,CJK-B)	𪅳
(一心鳥,FhWuNgTl,è,CJK-B)	𪅴
(虫二欠鳥,JwRlFyTl,zī,CJK-B)	𪅵
(尚攵鳥,XyRyTl,,CJK-B)	𪅶
(工貝㐅鳥,NvIcOsTl,,CJK-B)	𪅷
(丰刀糸鳥,ZhKgHtTl,jié,CJK-B)	𪅸
(鳥幺幺戈人,TlBlBlSi,jī,CJK-B)	𪅹
(口亻矢鳥,IqKjEhTl,hōu,CJK-B)	𪅺
(舟丷夫鳥,LkVySvTl,shèng,CJK-B)	𪅻
(厂禾禾鳥,OyZpZpTl,lì,CJK-B)	𪅼
(旡旡日鳥,UeUeJeTl,,CJK-B)	𪅽
(欠鳥,MzVyFyTl,qī,CJK-B)	𪅾
(阝𠂇工⺼鳥,TjGlNvTl,,CJK-B)	𪅿
(弓米弓鳥,OdMgOdTl,zhōu,CJK-B)	𪆀
(斤鳥,MzVyOzTl,sī,CJK-B)	𪆁
(氵匚コ木鳥,HgEhEhTl,qú,CJK-B)	𪆂
(子攵鳥,WnYdRyTl,,CJK-B)	𪆃
(鳥隹灬,TlVhYv,,CJK-B)	𪆄
(隹火鳥,VhYvTl,,CJK-B)	𪆅
(⺿兔鳥,WhZhTl,,CJK-B)	𪆆
(弓工工口鳥,OdNvNvTl,,CJK-B)	𪆇
(犬火鳥,MdLeYvTl,,CJK-B)	𪆈
(十冖隹鳥,GlErVhTl,,CJK-B)	𪆉
(㇏臼鳥,ZhOeWiTl,,CJK-B)	𪆊
(糹士口鳥,HtMfIqTl,xié,CJK-B)	𪆋
(囗八口月鳥,UdVyIqTl,,CJK-B)	𪆌
(勹人人丨人人丨鳥,SnSiSiTl,,CJK-B)	𪆍
(氵方𠂉子鳥,HgMxLdTl,,CJK-B)	𪆎
(鳥立里,TlYqDn,,CJK-B)	𪆏
(隹木鳥,VhAjTl,,CJK-B)	𪆐
({彀字框无一}口鳥,VsIqTl,,CJK-B)	𪆑
(厂亻隹鳥,OyKjVhTl,,CJK-B)	𪆒
(糹糸鳥,HtHtTl,,CJK-B)	𪆓
(隹灬鳥火,VhYvTlYv,,CJK-B)	𪆔
(宀大工土鳥,ErXiNvTl,,CJK-B)	𪆕
(鳥士冖豆,TlMfErEi,,CJK-B)	𪆖
(斤鳥,MzVyOzTl,sī,CJK-B)	𪆗
(十日十月鳥,GlJeGlTl,,CJK-B)	𪆘
(厂䒑欠鳥,OyVyIaTl,,CJK-B)	𪆙
(⻗云鳥,TfPdTl,,CJK-B)	𪆚
(虍业鳥,QbOqTl,xū,CJK-B)	𪆛
(禾人氺鳥,ZpSiHgTl,,CJK-B)	𪆜
(子攵鳥,WnYdRyTl,,CJK-B)	𪆝
(米夕㐄鳥,MgXuGjTl,,CJK-B)	𪆞
(氵束力鳥,HgUhAuTl,,CJK-B)	𪆟
(宀一口田鳥,ErFhIqTl,fù,CJK-B)	𪆠
(冖巾口鳥,YqErUwTl,,CJK-B)	𪆡
(宀心用鳥,ErNgQlTl,,CJK-B)	𪆢
(日小鳥,JeWnOtTl,,CJK-B)	𪆣
(黑鳥,UcTl,,CJK-B)	𪆤
(鳥穴⺧口,TlZiLzIq,,CJK-B)	𪆥
(彡頁鳥,BlWvTl,,CJK-B)	𪆦
(鳥走戉,TlQoUc,,CJK-B)	𪆧
(⺿氏日鳥,WhQuJeTl,,CJK-B)	𪆨
(小尤鳥,WnOtGhTl,,CJK-B)	𪆩
({彀字框无一}一几鳥,VsFhPsTl,,CJK-B)	𪆪
(鳥氵匚コ木,TlHgEhAj,,CJK-B)	𪆫
(鳥⻊各,TlUzQy,,CJK-B)	𪆬
(鳥肀片爿一,TlUaNbFh,,CJK-B)	𪆭
(鳥宀心丿皿,TlErNgBk,,CJK-B)	𪆮
(曲辰鳥,RwQnTl,nóng,CJK-B)	𪆯
(⺿日勹亾鳥,WhJeSnTl,yà,CJK-B)	𪆰
(卯金鳥,FmTkTl,liú,CJK-B)	𪆱
(覀貝鳥,QpIcTl,jiǎ_zhān,CJK-B)	𪆲
(鳥隹,TlVhZv,guī,CJK-B)	𪆳
(⺿癶一大鳥,WhVyFhTl,kuí,CJK-B)	𪆴
(氵木人人力鳥,HgAjSiTl,chì,CJK-B)	𪆵
(歺又米鳥,QmWiMgTl,càn,CJK-B)	𪆶
(金且鳥,TkRhTl,chú,CJK-B)	𪆷
(氵骨鳥,HgFvTl,,CJK-B)	𪆸
(冎口辶鳥,FvIqLtTl,guō,CJK-B)	𪆹
(虍豕鳥,QbKtTl,,CJK-B)	𪆺
(⺈厂八言鳥,RlOyVyTl,dǎn,CJK-B)	𪆻
(田鳥,TfSlTl,,CJK-B)	𪆼
(⻊各鳥,UzQyTl,,CJK-B)	𪆽
(口⺸鳥,WnIqIdTl,,CJK-B)	𪆾
(厂言鳥,YqOyMeTl,jiàn,CJK-B)	𪆿
(壴支鳥,HsBhTl,,CJK-B)	𪇀
(田鳥,XySlTl,dāng,CJK-B)	𪇁
({彀字框无一}火鳥,VsYvTl,hòu,CJK-B)	𪇂
(覀示几鳥,QpDdPsTl,,CJK-B)	𪇃
(士冖一卵鳥,MfErFhTl,kòu_kū,CJK-B)	𪇄
(鳥艹戊一口,TlWhUcIq,,CJK-B)	𪇅
(鳥罒勹虫,TlYtSnJw,chù_dú,CJK-B)	𪇆
(僉鳥,OrTl,qiān,CJK-B)	𪇇
(爫冖心夂鳥,ToErNgTl,ài,CJK-B)	𪇈
(亠乡隹鳥,UeFfVhTl,,CJK-B)	𪇉
(鳥辟,TlRk,pì,CJK-B)	𪇊
(鳥山鬼,TlDsBy,,CJK-B)	𪇋
(鳥曲辰,TlRwQn,,CJK-B)	𪇌
(鳥冎口辶,TlFvIqLt,,CJK-B)	𪇍
(木木示鳥,AjAjDdTl,,CJK-B)	𪇎
(虫隹隹几丶鳥,JwVhVhTl,,CJK-B)	𪇏
(鳥䒑月大,TlVyIaXi,,CJK-B)	𪇐
(千黑鳥,HcUcTl,xùn,CJK-B)	𪇑
(米龶⺝鳥,MgZhMdTl,jīng,CJK-B)	𪇒
(卝罒冖夕鳥,WhYtErTl,mèng,CJK-B)	𪇓
(䒑幺幺心鳥,VyBlBlTl,,CJK-B)	𪇔
(宀一貝鳥,ErFhLdTl,bīn,CJK-B)	𪇕
(臣𠂉一皿鳥,DzLdFhTl,lán,CJK-B)	𪇖
({彀字框无一}禾鳥,VsZpTl,gǔ,CJK-B)	𪇗
(士乛工一口寸鳥,MfPvNvTl,chóu_táo,CJK-B)	𪇘
(⺮大鳥,ZiXiIdTl,,CJK-B)	𪇙
(未日一勹鳥,JxJeFhTl,,CJK-B)	𪇚
(广乡隹鳥,GpFfVhTl,yōng,CJK-B)	𪇛
(⺿宀丰口鳥,WhErZhTl,guá,CJK-B)	𪇜
(人禾⺈用鳥,SiZpRlTl,yú,CJK-B)	𪇝
(壴皮鳥,HsEmTl,zhòu,CJK-B)	𪇞
(士谷鳥,MfMzPuTl,,CJK-B)	𪇟
(廿口人丷土鳥,XkIqSiTl,,CJK-B)	𪇠
(卝隹又鳥,WhVhWiTl,,CJK-B)	𪇡
(⺮勹米鳥,ZiSnMgTl,,CJK-B)	𪇢
(身身鳥,LcLcTl,,CJK-B)	𪇣
(夕鳥,XuCuTl,,CJK-B)	𪇤
(鳥方𠂉,TlMxLdVy,,CJK-B)	𪇥
(虍隹鳥,QbVhTl,,CJK-B)	𪇦
(宀貝鳥,ErMzIcTl,,CJK-B)	𪇧
(鳥艹氵甫,TlWhHgGn,,CJK-B)	𪇨
(金艮鳥,TkTpTl,,CJK-B)	𪇩
(扌冂古鳥,PcYqZvTl,,CJK-B)	𪇪
(鳥鬼斗,TlByPf,,CJK-B)	𪇫
(一ㄅ丨鳥,WiFhPvTl,,CJK-B)	𪇬
(辶鳥,SiKtLtTl,cài,CJK-B)	𪇭
(广里八土鳥,GpDnVyTl,,CJK-B)	𪇮
(羽人彡戈鳥,EhSiBlTl,liú,CJK-B)	𪇯
(日龷八氺鳥,JeXkVyTl,bǔ,CJK-B)	𪇰
(白幺幺木鳥,DyBlBlTl,luò,CJK-B)	𪇱
(小隹戈鳥,OtVhIeTl,jié,CJK-B)	𪇲
(鳥⺮戊一口,TlZiUcIq,zhēn,CJK-B)	𪇳
(卝罒戊丶鳥,WhYtUcTl,miè,CJK-B)	𪇴
(广黃鳥,GpBxTl,guǎng,CJK-B)	𪇵
(氵隹灬鳥,HgVhYvTl,,CJK-B)	𪇶
(鳥㠯辛,TlIaUsJt,jiá,CJK-B)	𪇷
(虍田心鳥,QbSlNgTl,,CJK-B)	𪇸
(巛鳥,JvQkTl,là,CJK-B)	𪇹
(禾人氺鳥,ZpSiHgTl,,CJK-B)	𪇺
(言隹鳥,MeVhTl,,CJK-B)	𪇻
(廿口土儿土鳥,XkIqBmTl,,CJK-B)	𪇼
(廿口夫欠鳥,XkIqSvTl,,CJK-B)	𪇽
(一鹿鳥,FhYvCuTl,,CJK-B)	𪇾
(爿厂亻隹鳥,NbOyKjTl,,CJK-B)	𪇿
(吅田⽱鳥,RuSlFjTl,shòu,CJK-B)	𪈀
(⺮戊一口鳥,ZiUcFhTl,,CJK-B)	𪈁
(魚日鳥,XlJeTl,,CJK-B)	𪈂
(口十鳥,WnIqGlTl,guō,CJK-B)	𪈃
(予丿冂八口辶鳥,MaCkZvTl,,CJK-B)	𪈄
(⺮勹土鳥,ZiSnBmTl,,CJK-B)	𪈅
(卝罒冖目鳥,WhYtErTl,mèng,CJK-B)	𪈆
(金戈戈鳥,TkIeIeTl,qián,CJK-B)	𪈇
(束頁鳥,UhWvTl,lài,CJK-B)	𪈈
(目一小丿糸鳥,GyFhOtTl,,CJK-B)	𪈉
(鬲羽鳥,PwEhTl,hé,CJK-B)	𪈊
(口⺸夂鳥,WnIqIdTl,tuán,CJK-B)	𪈋
(犭罒勹虫鳥,LeYtSnTl,,CJK-B)	𪈌
(人不口酉鳥,SiCiIqTl,,CJK-B)	𪈍
(束刀貝鳥,UhKgIcTl,,CJK-B)	𪈎
(廿口匕灬鳥,XkIqNbTl,,CJK-B)	𪈏
(束刀貝鳥,UhKgIcTl,,CJK-B)	𪈐
(⻗日勹鳥,TfJeSnTl,huī,CJK-B)	𪈑
(鳥虍田皿,TlQbSlBk,,CJK-B)	𪈒
(⺮土人鳥,ZiBmIdTl,,CJK-B)	𪈓
(乂乂冖子鳥,WiOsOsTl,,CJK-B)	𪈔
(亼鳥,TuKtTl,,CJK-B)	𪈕
(山丿㠯辛鳥,DsCkUsTl,,CJK-B)	𪈖
(立⺝{龍字边}鳥,YqMdIaTl,,CJK-B)	𪈗
(卝罒冖歹鳥,WhYtErTl,hōng,CJK-B)	𪈘
(鳥⺿丿㠯辛,TlWhCkJt,,CJK-B)	𪈙
(日屮凵大米鳥,JeIaZvTl,,CJK-B)	𪈚
(卝罒冖亻戈鳥,WhYtErTl,,CJK-B)	𪈛
(糹口丨女鳥,HtSfIqTl,lǚ,CJK-B)	𪈜
(口吅鳥,TfIqRuTl,,CJK-B)	𪈝
(士冖豆皮鳥,MfErEiTl,,CJK-B)	𪈞
(⺿丿㠯辛鳥,WhCkUsTl,jiá,CJK-B)	𪈟
(广亻隹心鳥,GpKjVhTl,,CJK-B)	𪈠
(山犭言犬鳥,DsLeMeTl,,CJK-B)	𪈡
(⺮土丸鳥,ZiBmIdTl,,CJK-B)	𪈢
(⺮勹亠人人干鳥,ZiSnUeTl,,CJK-B)	𪈣
(鳥貝貝女,TlIcIcSm,,CJK-B)	𪈤
(山隹冂八口鳥,DsVhZvTl,guī,CJK-B)	𪈥
(田田田土鳥,SlSlSlTl,,CJK-B)	𪈦
(⺿千黑鳥,WhHcUcTl,,CJK-B)	𪈧
(鳥身鳥,TlLcTl,yī,CJK-B)	𪈨
(鳥艹吅隹,TlWhRuVh,huān,CJK-B)	𪈩
(自人人人人一大鳥,CjSiSiTl,,CJK-B)	𪈪
(鳥日屮凵大米,TlJeIaMg,,CJK-B)	𪈫
(身鳥鳥,LcTlTl,,CJK-B)	𪈬
(艹臣皿鳥,WhDzZiTl,,CJK-B)	𪈭
(糹言糸鳥,HtMeHtTl,,CJK-B)	𪈮
(氵⻗隹鳥,HgTfVhTl,,CJK-B)	𪈯
(罒糹隹鳥,YtHtVhTl,luó,CJK-B)	𪈰
