;q	：“
(⺿耒罒戊,WhFuYtUc,,CJK-B)	𧂻
(⺿木丿大口冂口,WhAjCkIq,,CJK-B)	𧂼
(十日十艹艹,GlJeGlWh,,CJK-B)	𧂽
(⺿厂木木米,WhOyAjMg,,CJK-B)	𧂾
(⺿月心心心,WhMdNgNg,,CJK-B)	𧂿
(艹虫隹又,WhJwVhWi,,CJK-B)	𧃀
(⺿門一口丨人゛,WhAcFhLv,,CJK-B)	𧃁
(⺿黄毛,WhBxOu,,CJK-B)	𧃂
(⺿金白巾,WhTkDyUw,,CJK-B)	𧃃
(⺿各勹隹,WhQySnVh,,CJK-B)	𧃄
(⺿⺈田禾心,WhRlSlNg,,CJK-B)	𧃅
(⺿金彑氺,WhTkSiHg,,CJK-B)	𧃆
(⺿⺼羊䒑口,WhMdIdIq,,CJK-B)	𧃇
(⺿勹言,WhJtSnMe,,CJK-B)	𧃈
(⺿氵大丷日火,WhHgXiYv,,CJK-B)	𧃉
(艹日大,WhJeXiOz,,CJK-B)	𧃊
(艹飠人禾,WhOzSiZp,,CJK-B)	𧃋
(艹⻊水曰,WhUzHgRl,,CJK-B)	𧃌
(⺿自止匕八夂,WhCjLdJt,,CJK-B)	𧃍
(⺿丿㠯辛,WhIaCkJt,,CJK-B)	𧃎
(艹罒勹虫欠,WhYtSnFy,chù,CJK-B)	𧃏
(⺿⻊冂古,WhUzYqQm,zhí,CJK-B)	𧃐
(⺿金聿廴,WhTkUaVv,qián,CJK-B)	𧃑
(⺿糹口一口丨女,WhHtIqSm,lǚ,CJK-B)	𧃒
(⺿大勹言,WhXiIdMe,,CJK-B)	𧃓
(⺿扌羽隹,WhPcEhVh,zhuó,CJK-B)	𧃔
(⺿宀井足,WhErBzUz,,CJK-B)	𧃕
(⺿人人戈非一,WhSiSiFh,,CJK-B)	𧃖
(⺿酉古皿,WhTiQmBk,,CJK-B)	𧃗
(⺿缶虍且,WhUsQbRh,zuò,CJK-B)	𧃘
(⺿十日十韋,WhGlJeIw,hán,CJK-B)	𧃙
(⺿⺼𠂇工⺼辶,WhMdGlLt,suǐ,CJK-B)	𧃚
(⺿貝井王冂,WhIcBzZv,gòu,CJK-B)	𧃛
(艹⺈罒目八夂,WhRlYtJt,,CJK-B)	𧃜
(⺿酉鬼,WhTiBy,chǒu,CJK-B)	𧃝
(⺿匕田龷八,WhNbHsVy,jì,CJK-B)	𧃞
(⺿羽田龷八,WhEhSlVy,yì,CJK-B)	𧃟
(艹㇗龶⺝,WhMzVyMd,yú,CJK-B)	𧃠
(⺿氵巛⺽木,WhHgJvAj,,CJK-B)	𧃡
(⺿虍田龷八,WhQbSlVy,,CJK-B)	𧃢
(⺿罒氺丷𢎨,WhYtHgUv,,CJK-B)	𧃣
(⺿灬貝,WhUaYvIc,,CJK-B)	𧃤
(艹六冂八口衣,WhCaZvOr,,CJK-B)	𧃥
(⺿大吅隹,WhXiRuVh,,CJK-B)	𧃦
(⺿鹿糸,WhCuHt,,CJK-B)	𧃧
(⺿子而,WhYdTfUa,nóu,CJK-B)	𧃨
(⺿犭匕矢龴疋,WhLeHsKf,nǐ,CJK-B)	𧃩
(夕夕⺿門口,XuXuWhIq,ruò,CJK-B)	𧃪
(⺿立木龷日,WhYqAjJe,,CJK-B)	𧃫
(毛立大丷日火,OuYqXiYv,,CJK-B)	𧃬
(艹冂支⺊囗木,WhEhZvAj,,CJK-B)	𧃭
(⺿火米夕㐄,WhYvMgGj,lín,CJK-B)	𧃮
(⺿阝厂生子,WhTjYqYd,,CJK-B)	𧃯
(⺿自止巳八夂,WhCjLdJt,,CJK-B)	𧃰
(艹吅己工工乂乂,WhRuJcOs,níng,CJK-B)	𧃱
(艹麻米,WhOnMg,,CJK-B)	𧃲
(艹土八土丸衣,WhBmVyOr,,CJK-B)	𧃳
(艹糸宀亻一白,WhHtErDy,,CJK-B)	𧃴
(艹古癶豆,WhQmVyEi,,CJK-B)	𧃵
(艹犭艹冖一豕,WhLeWhKt,,CJK-B)	𧃶
(艹虍隹二ㄅ,WhQbVhPv,,CJK-B)	𧃷
(⺿{微框}糸,WhYaHt,,CJK-B)	𧃸
(艹艹廿㇗木,WhPcWhAj,,CJK-B)	𧃹
(⺿木予丿木,WhAjMaWh,,CJK-B)	𧃺
(⺿土人人囗口,WhBmSiWh,,CJK-B)	𧃻
(艹吅隹口,WhRuVhIq,,CJK-B)	𧃼
(⺿广亻隹心,WhGpKjNg,,CJK-B)	𧃽
(艹氵田皿木,WhHgSlAj,,CJK-B)	𧃾
(⺿耳丿心,WhQgCkNg,,CJK-B)	𧃿
(⺿辟丷𬺰,WhRkVyGl,,CJK-B)	𧄀
(⺿二コ又,WhTfMzWi,,CJK-B)	𧄁
(⺿镸人長,WhSiSiSi,,CJK-B)	𧄂
(⺿耒丷夫氺,WhFuVyHg,,CJK-B)	𧄃
(⺿禾隹心,WhZpVhNg,,CJK-B)	𧄄
(⺿豸艮心,WhLzTpNg,,CJK-B)	𧄅
(⺿禾工耳攵,WhZpNvRy,,CJK-B)	𧄆
(⺿行魚,WhFjXl,,CJK-B)	𧄇
(艹厶口大丷日小,WhNdIqOt,,CJK-B)	𧄈
(艹糹丿心,WhHtCkNg,,CJK-B)	𧄉
(艹日十廿口夫,WhJeGlSv,,CJK-B)	𧄊
(艹龴冂支⺊囗木,WhNdZvAj,,CJK-B)	𧄋
(⺿田⽱宀疋,WhSlFjKf,,CJK-B)	𧄌
(⺿土土土一儿羽,WhBmBmEh,qiáo,CJK-B)	𧄍
(⺿言丿糸,WhMdMeHt,yáo,CJK-B)	𧄎
(⺿覀彳𠂉日夂,WhQpJbJt,fù,CJK-B)	𧄏
(⺿隹隹又,WhVhVhWi,shuāng,CJK-B)	𧄐
(⺿糹虫貝,WhHtJwIc,kuì,CJK-B)	𧄑
(⺿目目隹,WhGyGyVh,qú,CJK-B)	𧄒
(壴⺿千里,HsWhHcDn,dǒng,CJK-B)	𧄓
(⺿亻言耂日,WhKjMeJe,shǔ,CJK-B)	𧄔
(⺿糹音,WhHtArIe,,CJK-B)	𧄕
(⺿丿龱一火,WhWiCkYv,,CJK-B)	𧄖
(⺿禾罒十目一,WhZpYtFh,,CJK-B)	𧄗
(⺿辛豕殳,WhJtKtQi,,CJK-B)	𧄘
(⺿豕阝𠂇工⺼,WhKtTjMd,,CJK-B)	𧄙
(⺿未攵厂里,WhJxRyDn,lí,CJK-B)	𧄚
(⺿革勹言,WhGoSnMe,jú,CJK-B)	𧄛
(⺿心心心糸,WhNgNgHt,ruǐ,CJK-B)	𧄜
(⺿米隹灬,WhMgVhYv,,CJK-B)	𧄝
(⺿貝鳥,WhIcTl,,CJK-B)	𧄞
(艹鹿豕,WhCuKt,,CJK-B)	𧄟
(⺿廿㇗木廿㇗木,WhXkPvAj,zhá,CJK-B)	𧄠
(⺿缶隹木,WhUsVhAj,,CJK-B)	𧄡
(艹氵冖耳又人,WhHgSiSi,,CJK-B)	𧄢
(火火火⺿日十,YvYvYvGl,,CJK-B)	𧄣
(艹吅臣吅,WhRuDzRu,xiāo,CJK-B)	𧄤
(艹耒小尤,WhFuWnGh,,CJK-B)	𧄥
(⺿禾日𠂉日夂,WhZpJeJt,,CJK-B)	𧄦
(⺿韋日皿,WhIwJeBk,,CJK-B)	𧄧
(⺿木⻗而,WhAjTfUa,,CJK-B)	𧄨
(⺿氵巛田木,WhHgJvWh,,CJK-B)	𧄩
(艹吅𠕁一ㄅ日,WhRuJzJe,,CJK-B)	𧄪
(⺿𠂉母丿糸,WhLdQtWh,,CJK-B)	𧄫
(⺿一𠂇又,WhFhKtWi,,CJK-B)	𧄬
(⺿金厶大皿,WhTkNdBk,,CJK-B)	𧄭
(⺿亼口亼口亼口,WhTuIqIq,,CJK-B)	𧄮
(艹罒冖爿五口,WhYtErIq,,CJK-B)	𧄯
(艹爫幺大隹,WhToBlVh,,CJK-B)	𧄰
(⺿門⺜羽,WhAcJeEh,,CJK-B)	𧄱
(艹言艹日大,WhMeWhXi,,CJK-B)	𧄲
(艹日十丿大口冂口,WhJeGlIq,,CJK-B)	𧄳
(艹田⽱頁,WhSlFjWv,,CJK-B)	𧄴
(艹犭巛,WhLeJvQk,,CJK-B)	𧄵
(艹言糹糹,WhMeHtHt,,CJK-B)	𧄶
(⺿臼儿鳥,WhWiAhTl,,CJK-B)	𧄷
(⺿冂一口冖且,WhWiZvRh,mén_wěi,CJK-B)	𧄸
(艹言音,WhMeArIe,shí,CJK-B)	𧄹
(⺿十目頁,WhGlGyWv,diān,CJK-B)	𧄺
(⺿氵厂禾禾止,WhHgOyLd,lì,CJK-B)	𧄻
(卝罒冖癶豆,WhYtErEi,dèng_téng,CJK-B)	𧄼
(⺿⺧儿⺧儿貝,WhLzAhIc,zàn_zā,CJK-B)	𧄽
(⺿罒厶⺼匕灬,WhYtNdYv,,CJK-B)	𧄾
(艹{赢框}羊,WhOrId,luó,CJK-B)	𧄿
(⺿車斤金,WhJlOzTk,cán,CJK-B)	𧅀
(⺿弓土一田一田一,WhOdBmFh,,CJK-B)	𧅁
(⺿糹口吅木,WhHtIqAj,,CJK-B)	𧅂
(⺿火灬,WhYvCuYv,āo,CJK-B)	𧅃
(⺿䒑自止巳八夂,WhVyCjJt,,CJK-B)	𧅄
(⺿貝爫丿ヿヿヿ灬,WhIcToYv,,CJK-B)	𧅅
(⺿卝巾糸虫,WhWhUwJw,jiǎn,CJK-B)	𧅆
(⺿人人巾糸虫,WhSiSiJw,,CJK-B)	𧅇
(⺿禾羽隹,WhZpEhVh,diào,CJK-B)	𧅈
(⺿穴身口巴,WhZiLcEw,,CJK-B)	𧅉
(⺿火火夕㐄辶,WhYvYvLt,,CJK-B)	𧅊
(⺿亡口月艮㇈丿丶,WhXcIqOe,yíng,CJK-B)	𧅋
(⺿日大黑,WhJeXiUc,,CJK-B)	𧅌
(⺿吅己工工乂乂,WhRuJcOs,,CJK-B)	𧅍
(⺿士罒貝,WhMfYtWh,,CJK-B)	𧅎
(⺿禾人氺,WhZpKgWh,,CJK-B)	𧅏
(⺿氵子攵灬,WhHgWnYv,,CJK-B)	𧅐
(⺿⻗予丿夂力,WhTfMaAu,,CJK-B)	𧅑
(艹口水水金,WhIqHgTk,,CJK-B)	𧅒
(⺿穴身口丿口,WhZiLcIq,,CJK-B)	𧅓
(⺿飠土厶皿,WhOzBmBk,,CJK-B)	𧅔
(艹月巛,WhMdJvQk,,CJK-B)	𧅕
(⺿目犬鳥,WhGyLeTl,yì,CJK-B)	𧅖
(⺿黑,WhXyUc,dǎng,CJK-B)	𧅗
(⺿⺶而,WhIdTfUa,nóu,CJK-B)	𧅘
(⺿豕頁,WhYqKtWv,,CJK-B)	𧅙
(⺿目目隹又,WhGyGyWi,yuè,CJK-B)	𧅚
(⺿米羽隹,WhMgEhVh,,CJK-B)	𧅛
(⺿木立木見,WhAjYqSc,,CJK-B)	𧅜
(⺿木日木日日,WhAjJeJe,,CJK-B)	𧅝
(⺿耳又⺿耳又,WhQgWiWi,,CJK-B)	𧅞
(艹木艹木,WhPdAjAj,,CJK-B)	𧅟
(⺿亠{齊字腰}目目,WhUeIuGy,,CJK-B)	𧅠
(⺿黑士口,WhUcMfIq,,CJK-B)	𧅡
(⺿𠂇工冂人人,WhFvGlSi,,CJK-B)	𧅢
(艹肀片爿一辶,WhUaNbLt,,CJK-B)	𧅣
(⺿宀王缶貝,WhErGiIc,,CJK-B)	𧅤
(⺿士殳禾日,WhMfMzJe,,CJK-B)	𧅥
(木艹冂一口,AjWhWiVy,,CJK-B)	𧅦
(⺿口吅鳥,WhIqRuTl,,CJK-B)	𧅧
(⺿丿米丿冂丿米大,WhCkMgXi,,CJK-B)	𧅨
(⺿土八土火火手,WhBmVyPc,,CJK-B)	𧅩
(艹一日虫虫,WhFhIaJw,,CJK-B)	𧅪
(艹乂乂冖見,WhWiOsSc,,CJK-B)	𧅫
(艹田木亠虫,WhSlAjJw,,CJK-B)	𧅬
(艹日十艹冖一豕,WhJeGlKt,,CJK-B)	𧅭
(⺿彑虫虫,WhSiKtJw,lǐ,CJK-B)	𧅮
(艹亠㐅凵禸鳥,WhUeOsTl,lí,CJK-B)	𧅯
(⺿言艹隹又,WhMeWhWi,hù,CJK-B)	𧅰
(⺿亠{齊字腰}二非一,WhUeIuFh,,CJK-B)	𧅱
(⺿田木木木木,WhSlAjAj,yòu,CJK-B)	𧅲
(⺿一冂人一冂人鹿,WhFhZvCu,,CJK-B)	𧅳
(⺿亠{齊字腰}二非一,WhUeIuFh,,CJK-B)	𧅴
(艹止頁白丿十,WhLdLdGl,,CJK-B)	𧅵
(⺿門丨糹虫,WhAcKsJw,,CJK-B)	𧅶
(⺿白乂乂冖子,WhDyWiYd,,CJK-B)	𧅷
(⺿⺊𱕻日口凵亅,WhDhLwKs,,CJK-B)	𧅸
(艹土勹魚,WhBmIdXl,,CJK-B)	𧅹
(艹一口丨冖吅井一𧘇,WhFhIqOr,nàng,CJK-B)	𧅺
(⺿廿口龶鳥,WhXkIqTl,,CJK-B)	𧅻
(⺿禾衣吅井一,WhZpOrFh,,CJK-B)	𧅼
(艹⺊𱕻⺿阝𠂇⺝水水,WhDhLwHg,,CJK-B)	𧅽
(艹冂一口冖田木,WhWiZvAj,,CJK-B)	𧅾
(艹日冖八巾鳥,WhJeErTl,,CJK-B)	𧅿
(艹入米羽隹,WhXjMgVh,,CJK-B)	𧆀
(⺿业⺷耳又,WhOqIdWh,,CJK-B)	𧆁
(艹言十戈非一,WhMeGlFh,chèn,CJK-B)	𧆂
(艹{赢框}冖車,WhOrErJl,,CJK-B)	𧆃
(束艹白幺幺木,UhWhDyAj,,CJK-B)	𧆄
(艹亠言糹糹弓,WhUeMeOd,,CJK-B)	𧆅
(⺿礻龠,WhDdSy,,CJK-B)	𧆆
(⺿皿罒勹虫,WhHgBkJw,,CJK-B)	𧆇
(⺿辛豕頁,WhJtKtWv,,CJK-B)	𧆈
(艹吅隹几丶糸,WhRuVhHt,fēng,CJK-B)	𧆉
(⺿㡀攵魚,WhKtRyXl,biē,CJK-B)	𧆊
(⺿廿口夫隹火,WhXkIqYv,,CJK-B)	𧆋
(艹亠{齊字腰}二非一,WhUeIuFh,,CJK-B)	𧆌
(艹亡口月口貝⺄十,WhXcIqGl,,CJK-B)	𧆍
(艹言糹糹心,WhMeHtNg,,CJK-B)	𧆎
(艹言糹糹目,WhMeHtGy,mǎn,CJK-B)	𧆏
(艹音十夂工貝,WhArGlIc,gàn,CJK-B)	𧆐
(⺿⻗隹隹,WhTfVhVh,huò_suǐ,CJK-B)	𧆑
(⺿井井日隹心,WhBzBzNg,,CJK-B)	𧆒
(⺿鹿鹿鹿,WhCuCuCu,cū,CJK-B)	𧆓
(⺿十吅冖吅井一𧘇,WhGlRuOr,,CJK-B)	𧆔
(⺿田禾禾禾禾,WhSlZpZp,yǒu,CJK-B)	𧆕
(艹廿口土儿土鳥,WhXkIqTl,,CJK-B)	𧆖
(艹⺊𱕻⺊𱕻皿,WhDhLwBk,,CJK-B)	𧆗
(⺿囗木木木木木木木木木,WhUdAjAj,yòu,CJK-B)	𧆘
(⺿⺿日大非一口糸,WhWhJeHt,,CJK-B)	𧆙
(⺿廿口夫鳥,WhXkIqWh,,CJK-B)	𧆚
(虍又,QbWi,,CJK-B)	𧆛
(虍二ㄅ,QbRlPv,xū,CJK-B)	𧆜
(虍,QbOr,,CJK-B)	𧆝
(虍巾,QbUw,,CJK-B)	𧆞
(虎九,QbDp,,CJK-B)	𧆟
(虍手,QbPc,,CJK-B)	𧆠
(几虎,PsQb,xù,CJK-B)	𧆡
(虎丩,QbHt,hǔ,CJK-B)	𧆢
(虍土凵,QbBmZv,lú,CJK-B)	𧆣
(虍巾又,QbUwWi,,CJK-B)	𧆤
(虍甲,QbSt,xiá,CJK-B)	𧆥
(𠂉乙虎,LdJgQb,yì,CJK-B)	𧆦
(虍儿,QbPcAh,,CJK-B)	𧆧
(虍田,QbSl,,CJK-B)	𧆨
(虍人,QbPcSi,,CJK-B)	𧆩
(虍一儿一ㄅ,QbFhAhPv,,CJK-B)	𧆪
(虎𠂉乙,QbLdJg,,CJK-B)	𧆫
(虎九,QbDp,,CJK-B)	𧆬
(虍由,QbIs,,CJK-B)	𧆭
(虍巾丩,QbUwHt,hǔ,CJK-B)	𧆮
(虎𬺰丿,QbGlCk,hù,CJK-B)	𧆯
(虎子,QbYd,zǐ,CJK-B)	𧆰
(虍大口,QbXiIq,,CJK-B)	𧆱
(虍口䒑,QbIqVy,,CJK-B)	𧆲
(虍匕一,QbNbHsFh,,CJK-B)	𧆳
(虍𠂇⺝,QbGlMd,,CJK-B)	𧆴
(虍夂彡,QbJtBl,,CJK-B)	𧆵
(虍夂二ㄅ,QbJtRlPv,,CJK-B)	𧆶
(虎八厶,QbVyNd,gōng,CJK-B)	𧆷
(虎灬,QbYv,tuī,CJK-B)	𧆸
(虎心,QbNg,wū,CJK-B)	𧆹
(亼龴虎,TuNdQb,líng,CJK-B)	𧆺
(虎古,QbQm,gū,CJK-B)	𧆻
(虎夂゛,QbJtLv,zhōng_dōng,CJK-B)	𧆼
(虎白,QbDy,,CJK-B)	𧆽
(虍⺿,QbWhVy,,CJK-B)	𧆾
(虍龴用,QbNdQl,,CJK-B)	𧆿
(虍,QbOzVy,,CJK-B)	𧇀
(虍,QbDm,,CJK-B)	𧇁
(虍匕勹,QbHsHsBl,,CJK-B)	𧇂
(虍木木,QbAjAj,,CJK-B)	𧇃
(虍巛田,QbJvSl,lú,CJK-B)	𧇄
(虎冖日,QbErJe,,CJK-B)	𧇅
(虍木攴,QbAjRy,,CJK-B)	𧇆
(虍巾且,QbUwRh,,CJK-B)	𧇇
(虍夂且,QbJtRh,zù,CJK-B)	𧇈
(虍夂古,QbJtQm,,CJK-B)	𧇉
(虍业二ㄅ,QbOqRlPv,,CJK-B)	𧇊
(虍日,QbPuJe,,CJK-B)	𧇋
(虎冂一口,QbZvFhIq,tóng,CJK-B)	𧇌
(缶虎,UsQb,xiā,CJK-B)	𧇍
(虎亼口,QbTuIq,hé,CJK-B)	𧇎
(虍巛一士凵,QbJvFhZv,,CJK-B)	𧇏
(亻丨攵虎,KjKsRyQb,,CJK-B)	𧇐
(戈廾虎,IeWhQb,,CJK-B)	𧇑
(虎戈止,QbIeLd,,CJK-B)	𧇒
(虎八口儿,QbVyIqAh,yuè,CJK-B)	𧇓
(虍豆几,QbEiPs,,CJK-B)	𧇔
(虍巛一田,QbJvFhSl,,CJK-B)	𧇕
(虍目,QbPuGy,,CJK-B)	𧇖
(虍八乂目,QbVyOsGy,,CJK-B)	𧇗
(一小虍且,FhOtQbRh,,CJK-B)	𧇘
(虎田力,QbSlAu,nán,CJK-B)	𧇙
(虎亻白,QbKjDy,bó,CJK-B)	𧇚
(虎爫寸,QbToLw,hū,CJK-B)	𧇛
(臣又虎,DzWiQb,qì,CJK-B)	𧇜
(⺊一小又虎,DhFhOtQb,shú,CJK-B)	𧇝
(虎⺷儿,QbIdAh,qiāng,CJK-B)	𧇞
(虎⺆土口,QbZvBmIq,zhōu,CJK-B)	𧇟
(虍业亠几,QbOqUePs,yào,CJK-B)	𧇠
(虍夂几古,QbJtPsQm,gū,CJK-B)	𧇡
(兔虎,ZhQb,,CJK-B)	𧇢
(虍且且,QbRhRh,,CJK-B)	𧇣
(虍夂几白,QbJtPsDy,,CJK-B)	𧇤
(虎木木,QbAjAj,bān,CJK-B)	𧇥
(氵土厶虎,HgBmNdQb,kǎn,CJK-B)	𧇦
(爫子虍巾,ToYdQbUw,,CJK-B)	𧇧
(虎木木,QbAjAj,,CJK-B)	𧇨
(虍一目,QbFhPuGy,,CJK-B)	𧇩
(虍冫人日,QbLvLvJe,,CJK-B)	𧇪
(虎,QbMzVy,,CJK-B)	𧇫
(臣人虎,DzSiQb,,CJK-B)	𧇬
(虎一弋止,QbFhNdLd,,CJK-B)	𧇭
(虎禾口,QbZpIq,hé,CJK-B)	𧇮
(虎禾子,QbZpYd,jì,CJK-B)	𧇯
(虎勹心,QbSnBlNg,hú,CJK-B)	𧇰
(虎戊一口,QbUcFhIq,yán,CJK-B)	𧇱
(光虍一,SjQbOzFh,,CJK-B)	𧇲
(⺍冖二儿虎,HgErRlQb,,CJK-B)	𧇳
(虍囗口示,QbUdIqDd,,CJK-B)	𧇴
(亼一口虍手,TuFhIqPc,,CJK-B)	𧇵
(虎㇏日,QbZhOeJe,chūn,CJK-B)	𧇶
(日勹亾虎,JeSnXcQb,dǐng,CJK-B)	𧇷
(虎禾火,QbZpYv,qiū,CJK-B)	𧇸
(虎亻矢,QbKjEhEu,hóu,CJK-B)	𧇹
(光虍业,SjQbOq,,CJK-B)	𧇺
(虎冖日六,QbErJeCa,,CJK-B)	𧇻
(口一ㄅ虍豆,IqFhPvEi,hào,CJK-B)	𧇼
(虍田⺿,QbSlWhVy,,CJK-B)	𧇽
(虍隹氏,QbVhQu,,CJK-B)	𧇾
(虍豕且,QbKtRh,zù,CJK-B)	𧇿
(虍罒工人人,QbYtNvSi,,CJK-B)	𧈀
(䒑虍人,VySiYvSi,xián,CJK-B)	𧈁
(虍目,QbGyNbNb,,CJK-B)	𧈂
(虍目二ㄅ,QbPuGyPv,,CJK-B)	𧈃
(虎一自夂,QbFhCjJt,xià,CJK-B)	𧈄
(小丿日小虎,OtCkJeQb,xì,CJK-B)	𧈅
(虎糹夂゛,QbHtJtLv,,CJK-B)	𧈆
(虎木木彡,QbAjAjBl,,CJK-B)	𧈇
(虎巛田木,QbJvSlAj,sè_xì,CJK-B)	𧈈
(虍革月,QbGoMd,,CJK-B)	𧈉
(巛田木虎,JvSlAjQb,,CJK-B)	𧈊
(虎艹兔,QbWhZh,,CJK-B)	𧈋
(一由厶殳虎,FhIsNdQb,gé,CJK-B)	𧈌
(吅田十虎,RuSlGlQb,xì,CJK-B)	𧈍
(虍人革彡,QbSiGoBl,,CJK-B)	𧈎
(大丷日小虎,XiVyJeQb,,CJK-B)	𧈏
(口食虎,IqOzQb,,CJK-B)	𧈐
(虎車凵殳,QbJlZvQi,gé,CJK-B)	𧈑
(虍巾小兔,QbUwOtZh,,CJK-B)	𧈒
(虍卜革攵,QbDhGoRy,,CJK-B)	𧈓
(虍魚日,QbXlJe,lǚ,CJK-B)	𧈔
(由虍田皿,IsQbSlBk,,CJK-B)	𧈕
(車凵殳虎,JlZvQiQb,gé,CJK-B)	𧈖
(車凵殳虎,JlZvQiQb,kè,CJK-B)	𧈗
(虍魚日,QbXlJe,,CJK-B)	𧈘
(虎士乛工一口寸,QbMfPvLw,shòu,CJK-B)	𧈙
(虍豆宀丁皿,QbEiErBk,zhù,CJK-B)	𧈚
(人亠㐅凵禸⺁虎,SiUeOsQb,,CJK-B)	𧈛
(虎月丷夫馬,QbMdVyGb,téng,CJK-B)	𧈜
(虫乙,JwJg,yà,CJK-B)	𧈝
(虫㇗,JwPv,nì,CJK-B)	𧈞
(匚虫,EhJw,,CJK-B)	𧈟
(𠂇虫,GlJw,,CJK-B)	𧈠
(又虫,WiJw,,CJK-B)	𧈡
(虫八,JwVy,,CJK-B)	𧈢
(虫乃,JwVi,,CJK-B)	𧈣
(九虫,DpJw,,CJK-B)	𧈤
(虫厶,JwNd,,CJK-B)	𧈥
(乃虫,ViJw,luò,CJK-B)	𧈦
(厶虫,NdJw,suī_méng,CJK-B)	𧈧
(小虫,OtJw,,CJK-B)	𧈨
(弋虫,NdJw,,CJK-B)	𧈩
(虫,IaJw,chǎn,CJK-B)	𧈪
(工虫,NvJw,,CJK-B)	𧈫
(工虫,NvJw,,CJK-B)	𧈬
(虫一儿,JwFhAh,wù,CJK-B)	𧈭
(虫丸,JwTk,,CJK-B)	𧈮
(虫二ㄅ,JwRlPv,yū,CJK-B)	𧈯
(虫廴,JwVv,,CJK-B)	𧈰
(弋虫,NdJw,,CJK-B)	𧈱
(⺄十虫,PvGlJw,,CJK-B)	𧈲
(虫刀丶,JwKgOe,,CJK-B)	𧈳
(虫广,JwGp,,CJK-B)	𧈴
(虫三,JwQn,,CJK-B)	𧈵
(虫川,JwJv,,CJK-B)	𧈶
(虫夕,JwXu,,CJK-B)	𧈷
(夂虫,JtJw,,CJK-B)	𧈸
(大虫,XiJw,zǎo,CJK-B)	𧈹
(虫弋,JwNd,,CJK-B)	𧈺
(虫殳,JwQi,yì,CJK-B)	𧈻
(虫片,JwNb,xī_jí,CJK-B)	𧈼
(虫𠂇厶,JwGlNd,hóng,CJK-B)	𧈽
(虫火,JwYv,quán,CJK-B)	𧈾
(虫冂㐅,JwZvOs,wǎng,CJK-B)	𧈿
(虫止,JwLd,chǐ,CJK-B)	𧉀
(气虫,FqJw,xì,CJK-B)	𧉁
(虫一大,JwFhXi,tiǎn,CJK-B)	𧉂
(虫厶儿,JwNdAh,yǔn,CJK-B)	𧉃
(虫一丨㇗𠃌,JwFhKsPv,,CJK-B)	𧉄
(虫丿,JwSiCk,yī,CJK-B)	𧉅
(虫龰,JwLd,jí,CJK-B)	𧉆
(八儿虫,VyAhJw,huī,CJK-B)	𧉇
(虫不,JwCi,fóu_fú,CJK-B)	𧉈
(龶虫,ZhJw,,CJK-B)	𧉉
(八乂虫,VyOsJw,fǔ,CJK-B)	𧉊
(虫一山,JwFhDs,,CJK-B)	𧉋
(之虫,DoJw,,CJK-B)	𧉌
(虫小㇏,JwOtOe,jí,CJK-B)	𧉍
(虫⺼,JwMd,xuán,CJK-B)	𧉎
(虫,MdJw,,CJK-B)	𧉏
(虫又又,JwWiWi,,CJK-B)	𧉐
(虫大丶,JwXiOe,tài,CJK-B)	𧉑
(扌乚虫,PcPvJw,,CJK-B)	𧉒
(木虫,AjJw,dù,CJK-B)	𧉓
(虫子乚,JwYdPv,,CJK-B)	𧉔
(丿大虫,CkXiJw,,CJK-B)	𧉕
(虫牛,JwLz,,CJK-B)	𧉖
(二儿虫,RlAhJw,yuán,CJK-B)	𧉗
(止虫,LdJw,,CJK-B)	𧉘
(虫一,JwFhIa,,CJK-B)	𧉙
(虫勹,JwSnBl,,CJK-B)	𧉚
(虫一幺,JwFhBl,dì,CJK-B)	𧉛
(氏虫,QuJw,,CJK-B)	𧉜
(虫一⺊ㄅ,JwFhDhPv,,CJK-B)	𧉝
(虫宀丁,JwErUe,zhǔ,CJK-B)	𧉞
(虫厶口,JwNdIq,tāi,CJK-B)	𧉟
(虫𠃌一口,JwPvFhIq,,CJK-B)	𧉠
(虫宀儿,JwErAh,rǒng,CJK-B)	𧉡
(虫穴,JwZi,xué,CJK-B)	𧉢
(虫王丶,JwGiOe,yù,CJK-B)	𧉣
(虫厶廾,JwNdWh,fàn,CJK-B)	𧉤
(匕虫,NbHsJw,běi,CJK-B)	𧉥
(虫戊,JwUc,,CJK-B)	𧉦
(虫土厶,JwBmNd,qǔ_jié,CJK-B)	𧉧
(工几虫,NvPsJw,,CJK-B)	𧉨
(虫𠂇巾,JwGlUw,bù,CJK-B)	𧉩
(力口虫,AuIqJw,jiā,CJK-B)	𧉪
(虫囗又,JwUdWi,zhá,CJK-B)	𧉫
(虫民,JwNs,,CJK-B)	𧉬
(女又虫,SmWiJw,nǔ,CJK-B)	𧉭
(虫𠂉也,JwLdHe,shé_yán_yí,CJK-B)	𧉮
(虫母,JwQt,,CJK-B)	𧉯
(虫⺈小,JwRlOt,,CJK-B)	𧉰
(虫木丶,JwAjOe,,CJK-B)	𧉱
(虫⺁干,JwOyLr,lì,CJK-B)	𧉲
(虫凵,JwZvPc,,CJK-B)	𧉳
(穴虫,ZiJw,,CJK-B)	𧉴
(虫户乙,JwFkJg,,CJK-B)	𧉵
(丶王虫,OeGiJw,,CJK-B)	𧉶
(禾虫,ZpJw,,CJK-B)	𧉷
(虫弗,JwUv,,CJK-B)	𧉸
