゛,Lv	⺀
䒑一ㄅ丶,VyFhPvOe	𰃝
𠂉六,LdCa	𰃞
巴八,EwVy	𰃟
八厶冂人,VyNdZvSi	𰃠
口力刂八,IqAuKgVy	𰃡
ㄅ勹日,VyPvSnJe	𰃢
六亼口,CaTuIq	𰃣
丷㇏ヿ土,VyZhOeBm	𰃤
六覀女,CaQpSm	𰃥
丿冂,CkZv	𰃦
冂丿士,ZvCkMf	𰃧
冂冫又,ZvLvWi	𰃨
冂龷日,ZvXkJe	𰃩
冂巛一止,ZvJvFhLd	𰃪
宀丰口冂,ErZhIqZv	𰃫
廿巾入入亽ヿ,XkUwXjPv	𰃬
冂ㄥ人冂ㄥ人冂ㄥ人,ZvPvSiSi	𰃭
ツ冖,HgEr	𰃮
冖干丷,ErLrVy	𰃯
冖由,ErIs	𰃰
冖巛田,ErJvSl	𰃱
冖氵木木,ErHgAjAj	𰃲
冖音十夂工贝,ErArGlDj	𰃳
冖音十夂工貝,ErArGlIc	𰃴
冫十,LvGl	𰃵
冫几乂,LvPsOs	𰃶
冫人⺋,LvSiWj	𰃷
冫户,LvFk	𰃸
冫立,LvYq	𰃹
冫皮,LvEm	𰃺
冫匕十,LvHsHsGl	𰃻
冫大弓,LvXiOd	𰃼
冫勹日,LvSnJe	𰃽
冫丶艮,LvOeTp	𰃾
冫十乛゛大,LvGlPvXi	𰃿
冫扌立,LvPcYq	𰄀
冫厶大彡,LvNdXiBl	𰄁
冫十戈口,LvGlIeIq	𰄂
冫厂里,LvOyDn	𰄃
冫䒑⺝刂,LvVyMdKg	𰄄
冫十冖糸,LvGlErHt	𰄅
冫儿,LvXyAh	𰄆
冫亽龴尸匕,LvTuNdHs	𰄇
冫⻗彐,LvTfSi	𰄈
冫口丨龴用,LvIqKsQl	𰄉
冫羽白,LvEhDy	𰄊
冫口丨木日,LvIqKsJe	𰄋
冫月龷日,LvMdXkJe	𰄌
冫土辶,LvBmIdLt	𰄍
冫⺈⺌⺝,LvRlUaMd	𰄎
冫魚日,LvXlJe	𰄏
几侖,PsSy	𰄐
入一,XjZvFh	𰄑
一一ㄅ一,ZvFhFhFh	𰄒
一夂゛,ViFhJtLv	𰄓
屮凵屮凵,IaZvIaZv	𰄔
屮凵𠂇丨子,IaZvGlYd	𰄕
犭虫一,LeJwViFh	𰄖
一一业心,ViFhFhNg	𰄗
屮凵文耳,IaZvWmQg	𰄘
八刂,VyKg	𰄙
𠃌㇀刂,PvFhKg	𰄚
刀勹丶,KgSnOe	𰄛
忄刂,NgKg	𰄜
ㄋ刂,PvBlKg	𰄝
二乛丶刂,RlPvOeKg	𰄞
不刂,CiKg	𰄟
云刀,PdKg	𰄠
刀勹,KgSnBl	𰄡
文刀,WmKg	𰄢
匕刀,NbHsKg	𰄣
刀勹巳,KgSnDu	𰄤
刀丶文,KgOeWm	𰄥
立刀,YqKg	𰄦
刀歹刂,KgQmKg	𰄧
大㐄刂,XiGjKg	𰄨
自刂,CjKg	𰄩
㐅木刀,OsAjKg	𰄪
刀丿冂口,KgCkZvIq	𰄫
大辶刂,XiLtKg	𰄬
一刂,FhMdMdKg	𰄭
刀一氺丶,KgFhHgOe	𰄮
未丷刂,JxVyKg	𰄯
丿士廴刂,CkMfVvKg	𰄰
八刀木一,VyKgAjFh	𰄱
⺈彐小丿,RlSiOtCk	𰄲
土日一刀,BmJeFhKg	𰄳
大日乚刀,XiJePvKg	𰄴
㐅木刂刀,OsAjKgKg	𰄵
刀厶大彡,KgNdXiBl	𰄶
刀扌舌,KgPcVl	𰄷
刀貝刂,KgIcKg	𰄸
貝刂刀,IcKgKg	𰄹
冖巾刂,YqErUwKg	𰄺
車辶刂,JlLtKg	𰄻
㐅木刂日一,OsAjKgFh	𰄼
米乛斤刀,MgPvOzKg	𰄽
一人人人人大刂,FhSiSiKg	𰄾
士冖豆刀,MfErEiKg	𰄿
刀木木木,KgAjAjAj	𰅀
刀宀丰口刂,KgErZhKg	𰅁
尸耂日刂,MzRiJeKg	𰅂
木夕木八刀,AjXuAjKg	𰅃
宀示刂,ErVyDdKg	𰅄
革力歹刂,GoAuQmKg	𰅅
木冂刂十冂,AjZvKgId	𰅆
冂古攵刀,YqZvQmKg	𰅇
兔兔兔刂,ZhZhZhKg	𰅈
井力,BzAu	𰅉
日一力,JeFhAu	𰅊
匕力,NbHsAu	𰅋
力民,AuNs	𰅌
夫丷力,SvVyAu	𰅍
力行,AuFj	𰅎
力口⺊尸,AuIqDhMz	𰅏
子力皿,YdAuBk	𰅐
井田力,BzSlAu	𰅑
犭艮力,LeTpAu	𰅒
旡力,TpUeAu	𰅓
虍心力,QbNgAu	𰅔
一曲日力,FhRwJeAu	𰅕
歹刂衣力,QmKgOrAu	𰅖
力禾牛,AuZpKgLz	𰅗
且力宀示,RhAuErDd	𰅘
王廾千里力,GiWhHcAu	𰅙
力口广亻隹心,AuIqGpNg	𰅚
勹八,SnVy	𰅛
勹囗コ,SnBlUdEh	𰅜
⺈巴勹丶,RlEwSnOe	𰅝
亻犬勹巳,KjLeSnDu	𰅞
勹巳龷八,SnDuXkVy	𰅟
犭虫勹巳,LeJwSnDu	𰅠
𬺰丿匕,GlCkHs	𰅡
匕欠,HsHsFy	𰅢
古儿匕,QmAhNbHs	𰅣
匚禾,EhZp	𰅤
匚十乛゛大,EhGlPvXi	𰅥
匚丷田十,EhVySlGl	𰅦
匚木目,EhAjGy	𰅧
匚車斤,EhJlOz	𰅨
匚臼人貝,EhWiSiIc	𰅩
匚支,EhBh	𰅪
匚夕卩,EhXuWj	𰅫
匚口皮,EhIqEm	𰅬
八十,VyGl	𰅭
乃十,ViGl	𰅮
⺄⺄⺄十,PvPvPvGl	𰅯
十冂丨一,GlZvKsFh	𰅰
㐅凵十,OsZvGl	𰅱
廿㇗十,XkPvGl	𰅲
大丷十,XiVyGl	𰅳
十冂大,GlZvXi	𰅴
匕㐅凵十,HsOsZvGl	𰅵
古巴,QmEw	𰅶
十巛止,GlJvLd	𰅷
十長,GlSi	𰅸
十冂丨一又又,GlZvKsWi	𰅹
毌贝千,SfDjHc	𰅺
亻匕十甲,KjHsGlSt	𰅻
丷木灬,VyPcAjYv	𰅼
㇗廾丶丶,MzVyPvOe	𰅽
冖方丿廾,YqErMxWh	𰅾
丷壴彡,VyPcHsBl	𰅿
十冂十冂,GlZvIdId	𰆀
丿廾艹日大土,CkWhWhBm	𰆁
十冂十冂十冂,GlZvIdId	𰆂
⺊囗大,DhUdXi	𰆃
⺊日丨厂,DhJeKsOy	𰆄
⺊口一口,DhIqFhIq	𰆅
⺊几一一巾,DhPsFhUw	𰆆
⺊冂又⺊冂又,DhZvWiWi	𰆇
⺊几八厶一大,DhPsVyXi	𰆈
⺊册又耳,DhJzWiQg	𰆉
𠃌丨,PvKs	𰆊
卩卩,WjWj	𰆋
日卩,JeWj	𰆌
𠂉十卩,LdGlWj	𰆍
月卪,MdWj	𰆎
自卩,CjWj	𰆏
里卩,DnWj	𰆐
耂日卩,RiJeWj	𰆑
禾火卩,ZpYvWj	𰆒
大人人氺卪,XiSiSiWj	𰆓
韋卵,IwTl	𰆔
厂丶乂,OyOeOs	𰆕
厂二儿,OyRlAh	𰆖
厂文,OyWm	𰆗
厂生,OyDh	𰆘
厂未丷,OyJxVy	𰆙
厂亼⺍一,OyTuHgFh	𰆚
厂土丶一,OyBmOeIa	𰆛
厂⺊一小又,OyDhFhWi	𰆜
厂日方,OyJeMx	𰆝
厂臼九,OyWiDp	𰆞
厂火⺝,OyYvMd	𰆟
厂土丶艮,OyBmOeTp	𰆠
厂土土欠,OyBmBmFy	𰆡
厂土土殳,OyBmBmQi	𰆢
厂土土卩又,OyBmBmWi	𰆣
厂⺁彐𠃌殳,OyOySiQi	𰆤
厂竜,OyJh	𰆥
厂幺幺十刀,OyBlBlKg	𰆦
厂儿冫句,OyAhLvTq	𰆧
厂龷八王丷,OyXkVyVy	𰆨
厂龵長,OyPcSi	𰆩
厂甘冂人人犬,OyMzZvLe	𰆪
厂土丶⺷皿,OyBmOeBk	𰆫
厂白小厂白小,OyDyOtOt	𰆬
厶几丶,NdPsOe	𰆭
厶大二儿,NdXiRlAh	𰆮
土厶里,BmNdDn	𰆯
人丨又,SiKsWi	𰆰
不又,CiWi	𰆱
屮一又,IaFhWi	𰆲
又亻匕,WiKjHs	𰆳
亠卜又,UeDhWi	𰆴
及十,KdGl	𰆵
又𠁣,WiMz	𰆶
又尢刂,WiGhKg	𰆷
目又,GyWi	𰆸
由又,IsWi	𰆹
乍又,ElWi	𰆺
又土土,WiBmBm	𰆻
卩又卩又,WjWiWjWi	𰆼
又又勹厶,WiWiSnNd	𰆽
及立,KdYq	𰆾
人人尸又,SiSiMzWi	𰆿
歹贝又,QmDjWi	𰇀
又丶厶大彡,WiOeNdBl	𰇁
爫耳又,ToQgWi	𰇂
又又又儿冫,WiWiWiLv	𰇃
𠂉日夂⺁又,LdJeJtWi	𰇄
又又𠂇巾𠂇巾,WiWiGlUw	𰇅
又又又冖且冖又,WiWiWiWi	𰇆
口二,IqRl	𰇇
丷口ヿ,VyIqPv	𰇈
弓口,OdIq	𰇉
口二乛丶,IqRlPvOe	𰇊
⺆亠口,ZvUeIq	𰇋
丿廾口,CkWhIq	𰇌
又又口,WiWiIq	𰇍
口小,IqLnOt	𰇎
口目,IqGy	𰇏
口田,IqSl	𰇐
册口,JzIq	𰇑
口亻𠂉乙,IqKjLdJg	𰇒
口亠巾,IqUeUw	𰇓
夫口匕,SvIqHs	𰇔
口夫丷,IqSvVy	𰇕
口云力,IqPdAu	𰇖
口扌口,IqPcIq	𰇗
口贝刂,IqDjKg	𰇘
⺆亠口匕,ZvUeIqHs	𰇙
口欠卜,IqFyDh	𰇚
口亻犬,IqKjLe	𰇛
口气㐅,IqFqOs	𰇜
之口又,DoIqWi	𰇝
口文刂,IqWmKg	𰇞
丶冂⺌口,OeZvOtIq	𰇟
力口仑,AuIqHv	𰇠
口纟𠂉乙,IqRiLdJg	𰇡
口又木,IqWiAj	𰇢
口又戈,IqWiIe	𰇣
石口匕,QqIqHs	𰇤
口一辶,IqFhKgLt	𰇥
口土一,IqBmFhIa	𰇦
口土人,IqBmEhSi	𰇧
口八口匕,IqVyIqHs	𰇨
貝口,IcIq	𰇩
吅口丨,RuIqKs	𰇪
吅巴,RuEw	𰇫
口卵,IqTl	𰇬
宀女丶口,ErSmOeIq	𰇭
及亼口,KdTuIq	𰇮
𠃌阝口,PvPcTjIq	𰇯
口尸二乛丶,IqMzRlOe	𰇰
口一ㄅ⺁一口,IqFhPvIq	𰇱
口亽ヿ贝,IqTuPvDj	𰇲
口兔,IqZh	𰇳
亼口立,TuIqYq	𰇴
口戶斤,IqFkOz	𰇵
口大,IqXiId	𰇶
口方攵,IqMxRy	𰇷
口亡目,IqXcGy	𰇸
口氵土厶,IqHgBmNd	𰇹
广人口,GpSiSiIq	𰇺
口乛水三,IqPvHgQn	𰇻
口厶大彡,IqNdXiBl	𰇼
口⺄丿虫,IqPvCkJw	𰇽
𠃌一口冂一口,PvFhIqIq	𰇾
豆口匕,EiIqHs	𰇿
走口匕,QoIqHs	𰈀
口扌儿冫,IqPcAhLv	𰈁
口至攵,IqCyRy	𰈂
口扌匕日,IqPcHsJe	𰈃
口扌亼口,IqPcTuIq	𰈄
囗口匕,UdIqIqHs	𰈅
口〢见,IqKgZiUw	𰈆
口龸云,IqXyPd	𰈇
口虍巾,IqQbUw	𰈈
口匕⺝,IqNbHsMd	𰈉
口⺊口灬,IqDhIqYv	𰈊
口犭虫,IqLeJw	𰈋
氵小丿口匕,HgOtCkHs	𰈌
口立木,IqYqAj	𰈍
口宀⺊一小,IqErDhOt	𰈎
口乃又皿,IqViWiBk	𰈏
口巛亠㐅凵,IqJvUeZv	𰈐
口匕,MzVyIqHs	𰈑
口而心,IqUaNg	𰈒
口〢皿,IqKgZiBk	𰈓
口囗豕,IqUdKt	𰈔
戶斤口匕,FkOzIqHs	𰈕
非口匕,DmIqHs	𰈖
矢口口匕,EuIqIqHs	𰈗
口彳人禾,IqJbSiZp	𰈘
口舟亠几,IqLkUePs	𰈙
口宀,IqErOzVy	𰈚
丶艮⺁一口,OeTpOyIq	𰈛
衤刀丿冂口,OrKgCkIq	𰈜
口子貝,IqYdIc	𰈝
口丩⺈,IqHtRlUa	𰈞
一大口一大口,FhXiIqIq	𰈟
忄𠂇丨土口匕,NgGlKsHs	𰈠
口㡀攵,IqKtRy	𰈡
口⺮日一,IqZiJeFh	𰈢
口亻丨夂⺝,IqKjKsMd	𰈣
口⺮立,IqZiYq	𰈤
口月丷口儿,IqMdVyAh	𰈥
口亼口皿,IqTuIqBk	𰈦
舟几口口,LkPsIqIq	𰈧
口夂丰辶,IqJtZhLt	𰈨
一大口吅几,FhXiIqPs	𰈩
口戈口一心,IqIeIqNg	𰈪
一巛口土古,FhJvIqQm	𰈫
口吅䒑,IqRuVyIa	𰈬
口隹火,IqVhYv	𰈭
口纟革,IqRiGo	𰈮
口十冂犬,IqGlZvLe	𰈯
口日爫一𠂇又,IqJeToWi	𰈰
口千臼欠,IqHcWiFy	𰈱
口金丿夫,IqTkCkSv	𰈲
𠂉方古冂口,LdMxQmIq	𰈳
麻口匕,OnIqHs	𰈴
冖一口田口匕,ErFhIqHs	𰈵
口纟甫寸,IqRiGnLw	𰈶
耂日阝口匕,RiJeTjHs	𰈷
口耳又丿,IqQgWiHg	𰈸
口束辛,IqUhJt	𰈹
壴皮口,HsEmIq	𰈺
吅田十勹巳,RuSlGlDu	𰈻
口亽龴頁,IqTuNdWv	𰈼
文口夕㐄木,WmIqXuAj	𰈽
口尤鳥,IqGhTl	𰈾
口歺又白丿十,IqQmWiGl	𰈿
口亻覀貝,IqKjQpIc	𰉀
口厂彡页,IqYqOyKw	𰉁
口冂古攵,IqYqZvRy	𰉂
口氵艹甫寸,IqHgWhLw	𰉃
口⺧儿⺧儿贝,IqLzAhDj	𰉄
口金冂䒑山,IqTkZvDs	𰉅
口扌宀心皿丁,IqPcErUe	𰉆
壴口止⺝,HsIqLdMd	𰉇
魚日古,XlJeQm	𰉈
口魚羊,IqXlId	𰉉
口缶覀日十,IqUsQpGl	𰉊
口鹿口一大,IqCuIqXi	𰉋
口立⺝{龍字边}一卜,IqYqMdDh	𰉌
囗亽ヿ,UdTuPv	𰉍
囗爿,UdNb	𰉎
囗⺊口,UdDhIq	𰉏
四三,YtQn	𰉐
囗大,UdXiId	𰉑
大人人囗口,XiSiSiIq	𰉒
囗口大,UdIqXiId	𰉓
囗工頁,UdNvWv	𰉔
土ヿ,BmPv	𰉕
土匚,BmEh	𰉖
丷土,VyBm	𰉗
土韦,BmQh	𰉘
土冂㐅,BmZvOs	𰉙
土见,BmUw	𰉚
丿大土,CkXiBm	𰉛
土亽ヿ,BmTuPv	𰉜
土毛,BmOu	𰉝
土弓丨,BmOdKs	𰉞
土匕,BmNbHs	𰉟
土丿𠂇又,BmCkGlWi	𰉠
土夂゛,BmJtLv	𰉡
立土,YqBm	𰉢
土又,BmWiPc	𰉣
皮土,EmBm	𰉤
土夫丷,BmSvVy	𰉥
土𠂇⺝,BmGlMd	𰉦
厂犬土,OyLeBm	𰉧
土凵,BmZvPc	𰉨
土丿大,BmCkXiKg	𰉩
土亻匕十,BmKjHsGl	𰉪
土亻卩,BmKjNgWj	𰉫
土几歹,BmPsQm	𰉬
土勹日,BmSnJe	𰉭
土束,BmUh	𰉮
戊𠃌土,UcPvBm	𰉯
土十冂大,BmGlZvXi	𰉰
土亼⺍一,BmTuHgFh	𰉱
土儿,BmZhAh	𰉲
土⺁二巾,BmOyRlUw	𰉳
土穴力,BmZiAu	𰉴
土尸毛,BmMzOu	𰉵
土水口,BmHgIq	𰉶
土古土,BmQmBm	𰉷
旡旡土,UeUeBm	𰉸
木八厶土,AjVyNdBm	𰉹
土勹米,BmSnMg	𰉺
土爫冖又,BmToErWi	𰉻
月月土,MdMdBm	𰉼
土⺍冖子,BmHgErYd	𰉽
土亠亻,BmUeKjMd	𰉾
厶儿火土,NdAhYvBm	𰉿
女厶口土,SmNdIqBm	𰊀
土木斤丶,BmAjOzOe	𰊁
土卅冖巾,BmFhErUw	𰊂
土王皿,BmGiBk	𰊃
土小丿目,BmOtCkGy	𰊄
土儿゛,BmZhAhLv	𰊅
土一大氺,BmFhXiHg	𰊆
氵⺁一口土,HgOyFhBm	𰊇
丬夕寸土,NbXuLwBm	𰊈
冫甫土,LvGnBm	𰊉
土䒑幺幺,BmVyBlBl	𰊊
土尸䒑,BmMzVyIa	𰊋
土尸工土,BmMzNvBm	𰊌
土土口𧘇,BmBmIqOr	𰊍
𠂇丨土五口,GlKsBmIq	𰊎
土一口木,BmFhKgAj	𰊏
土田八夂,BmSlVyJt	𰊐
土〢皿,BmKgZiBk	𰊑
土艹尸工,BmWhMzNv	𰊒
土罒日乚,BmYtJePv	𰊓
土自心,BmCjNg	𰊔
土火冂一口,BmYvZvIq	𰊕
氵口木土,HgIqAjBm	𰊖
士冖癶土,MfErVyBm	𰊗
土子丿糸,BmYdCkHt	𰊘
{彀字框无一}几土,VsPsBm	𰊙
土廿口夫,BmXkIqSv	𰊚
土匚虫贝,BmEhJwDj	𰊛
土龶貝,BmZhIc	𰊜
土十目木,BmGlGyAj	𰊝
土⺊冎口,BmDhFvIq	𰊞
土艹两,BmWhAm	𰊟
土巾,BmXyUw	𰊠
土门⺈臼,BmBoRlWi	𰊡
氵斤土,HgYfOzBm	𰊢
氵火火土,HgYvYvBm	𰊣
广廿灬土,GpXkYvBm	𰊤
土門口,BmAcIq	𰊥
土壴口,BmHsIq	𰊦
土十目一木,BmGlGyAj	𰊧
土門木,BmAcAj	𰊨
口臣口土,IqDzIqBm	𰊩
吅臣土,RuDzBm	𰊪
土⺮聿,BmZiUa	𰊫
土亼口羽,BmTuIqEh	𰊬
斤辶〢又土,OzLtKgBm	𰊭
土人禾田,BmSiZpSl	𰊮
彳𠂉日夂土,JbLdJeBm	𰊯
土乍豆,BmElEi	𰊰
土小尤,BmWnOtGh	𰊱
由方攵土,IsMxRyBm	𰊲
土土土一儿丿大,BmBmBmXi	𰊳
⻗里,TfDn	𰊴
土隹立,BmVhYq	𰊵
艹田⽱土,WhSlFjBm	𰊶
土黽,BmAy	𰊷
土广一自夂,BmGpFhJt	𰊸
土石頁,BmQqWv	𰊹
土匕日,BmXyHsJe	𰊺
土士罒貝,BmMfYtIc	𰊻
土虍田⺝,BmQbSlMd	𰊼
口一ㄅ⺁虎土,IqFhPvBm	𰊽
土山黑,BmDsUc	𰊾
幺土攵土,BlBmIdBm	𰊿
土幺幺戈田,BmBlBlSl	𰋀
页戈斗土,KwIePfBm	𰋁
土艹丶{云变}王丩又,BmWhOeWi	𰋂
土言火火又,BmMeYvWi	𰋃
土羽田龷八,BmEhSlVy	𰋄
土⺮氵甫寸,BmZiHgLw	𰋅
土黑,BmXyUc	𰋆
土土土一儿火火冖木,BmBmBmAj	𰋇
士冖卜,MfErDh	𰋈
士士士一,MfMfMfFh	𰋉
一白士冖几,FhDyMfPs	𰋊
壴夂゛,HsJtLv	𰋋
士一巛工,MfMzFhNv	𰋌
士冖几耳口王,MfErPsGi	𰋍
夂豕,JtKt	𰋎
勹一吕夂,SnFhNfJt	𰋏
夕夕九,XuXuDp	𰋐
夕夕龷八,XuXuXkVy	𰋑
夕夕氵一卜,XuXuHgDh	𰋒
夕夕足,XuXuUz	𰋓
夕夕土八土,XuXuBmBm	𰋔
夕夕宀示,XuXuErDd	𰋕
米女夕夕,MgSmXuXu	𰋖
木木夕小,AjAjXuOt	𰋗
宀心丿山夕夕,ErNgCkXu	𰋘
冂大,ZvXi	𰋙
工大,NvXi	𰋚
大长,XiXk	𰋛
大㐅㐅,XiOsOs	𰋜
匚コ大,EhEhXi	𰋝
大一止,XiFhLd	𰋞
一大一大,FhXiFhXi	𰋟
㇏一,ZhOeFhIa	𰋠
一大犭⺋,FhXiLeWj	𰋡
大田力,XiSlAu	𰋢
丿夫丿夫,CkSvCkSv	𰋣
大龰攴,XiLdRy	𰋤
禾勹丿大,ZpSnCkXi	𰋥
大人人及,XiSiSiKd	𰋦
火火大,YvYvXi	𰋧
王白大,GiDyXi	𰋨
一大一大一大,FhXiFhXi	𰋩
一大扌立,FhXiPcYq	𰋪
犭虫大,LeJwXi	𰋫
谷゛大,PuLvXi	𰋬
一大日生,FhXiJeDh	𰋭
一大十日十乚,FhXiGlPv	𰋮
一大冖方,FhXiYqMx	𰋯
゛大貝刂,LvXiIcKg	𰋰
艹亼口゛大,WhTuIqXi	𰋱
大龰尸䒑廾,XiLdMzWh	𰋲
大又又又冖且,XiWiWiRh	𰋳
爫幺大爫幺大,ToBlXiXi	𰋴
女丶,SmOe	𰋵
女力,SmAu	𰋶
ツ女,HgSm	𰋷
女ㄋ,SmPvBl	𰋸
女二乛丶,SmRlPvOe	𰋹
女火,SmYv	𰋺
女,SmMz	𰋻
女丿𠂇又,SmCkGlWi	𰋼
厂犬女,OyLeSm	𰋽
女匕十,SmHsHsGl	𰋾
女一白,SmFhDy	𰋿
艹冖女,WhErSm	𰌀
女山一几,SmDsFhPs	𰌁
女⺊贝,SmDhDj	𰌂
女人止,SmSiLd	𰌃
女大辶,SmXiLt	𰌄
扌巴女,PcEwSm	𰌅
斤女,YfOzSm	𰌆
女龶贝,SmZhDj	𰌇
女十目一,SmGlGyFh	𰌈
女黾,SmAy	𰌉
女旡旡,SmUeUe	𰌊
女門,SmAc	𰌋
壴女,HsSm	𰌌
女大羊,SmXiId	𰌍
女月厶口,SmMdNdIq	𰌎
女骨,SmFv	𰌏
女艹日十,SmWhJeGl	𰌐
口甫女,IqGnSm	𰌑
女丿龱心,SmCkLwNg	𰌒
女乃门亠巾,SmViBoUw	𰌓
女米斗,SmMgPf	𰌔
米女匚コ,MgSmEhEh	𰌕
女宀心皿,SmErNgBk	𰌖
女子⺷大,SmYdIdXi	𰌗
壴支女,HsBhSm	𰌘
女束⺈贝,SmUhRlDj	𰌙
屮凵方攵女,IaZvMxSm	𰌚
女丿未黽,SmCkJxAy	𰌛
子𬺰丿,YdGlCk	𰌜
子丿七,YdCkLn	𰌝
二八子,RlVyYd	𰌞
子云,YdPd	𰌟
子止,YdLd	𰌠
子攴,YdRy	𰌡
子ヿ土,YdPvBm	𰌢
子矢,YdEu	𰌣
子亽龴,YdTuNd	𰌤
子宀丁,YdErUe	𰌥
子一业,YdFhOq	𰌦
子而,YdUa	𰌧
子⺌⺝,YdOtMd	𰌨
木人人子,AjSiSiYd	𰌩
子,YdMzVy	𰌪
子大示,YdXiDd	𰌫
子⺜目,YdJeGy	𰌬
子厂彡,YdYqOyBl	𰌭
山子丿糸,DsYdCkHt	𰌮
子田糸,YdSlHt	𰌯
宀㠯⺍冖子,ErUsHgYd	𰌰
尸子尸子尸子,MzYdMzYd	𰌱
耂子䒑自辶,RiYdVyLt	𰌲
宀巜,ErJv	𰌳
宀三,ErQn	𰌴
宀又丶,ErWiOe	𰌵
宀不,ErCi	𰌶
宀丶力丶,ErOeAuOe	𰌷
宀丿,ErSiCk	𰌸
宀十廾,ErGlWh	𰌹
宀口卩,ErIqWj	𰌺
宀𠂇丨土,ErGlKsBm	𰌻
宀一白,ErFhDy	𰌼
宀女口,ErSmIq	𰌽
宀一止,ErFhKgLd	𰌾
宀一巛工,ErFhJvNv	𰌿
宀亻丶王,ErKjOeGi	𰍀
宀二儿牛,ErRlAhLz	𰍁
宀木殳,ErAjQi	𰍂
宀丿皿卩,ErCkBkWj	𰍃
宀丿㠯十,ErCkUsGl	𰍄
宀尸屮凵,ErMzIaZv	𰍅
宀爫冂土,ErToZvBm	𰍆
宀甘木,ErMzAj	𰍇
宀礻殳,ErDdQi	𰍈
宀井了,ErBzVyFu	𰍉
宀艹𠂇口,ErWhGlIq	𰍊
宀勹丶心,ErSnBlNg	𰍋
宀氵龷八,ErHgXkVy	𰍌
宀忄亼口,ErNgTuIq	𰍍
龴宀疋,PcNdErKf	𰍎
宀厂白小,ErOyDyOt	𰍏
宀井彡,ErBzVyBl	𰍐
宀二儿㐅木,ErRlAhAj	𰍑
宀一白木,ErFhDyAj	𰍒
宀罒,ErYtHg	𰍓
宀⺷灬,ErIdYv	𰍔
宀衤攴,ErOrRy	𰍕
宀忄言,ErNgMe	𰍖
宀羽木,ErEhAj	𰍗
宀氵十日十,ErHgGlGl	𰍘
宀衤口又,ErOrIqWi	𰍙
宀女罒夕,ErSmYtXu	𰍚
古儿宀㠯,QmAhErUs	𰍛
宀隹木,ErVhAj	𰍜
宀工口耂子,ErNvIqYd	𰍝
宀丿口⽱攵,ErCkIqRy	𰍞
宀舟⺧口,ErLkLzIq	𰍟
宀女氵龶⺝,ErSmHgMd	𰍠
宀心皿丁六,ErNgBkCa	𰍡
宀谷宀谷,ErPuErPu	𰍢
辟⺝宀丿七,RkMdErLn	𰍣
立⺝宀艹見丶,YqMdErOe	𰍤
厶虫土寸,NdJwBmLw	𰍥
彐寸甘木,SiLwMzAj	𰍦
丿亅,CkKs	𰍧
亅丶,KsOe	𰍨
小人,OtSi	𰍩
止小,LdOt	𰍪
小衣,OtOr	𰍫
音心小丿,ArNgOtCk	𰍬
一儿生,FhAhDh	𰍭
尢宀女,GhErSm	𰍮
日十尤,JeGlGh	𰍯
尸一,MzFh	𰍰
尸二乛丶,MzRlPvOe	𰍱
尸六,MzCa	𰍲
尸𠃌火,MzPvYv	𰍳
尸水乙,MzHgJg	𰍴
口八尸丶,IqVyMzOe	𰍵
尸行,MzFj	𰍶
尸亠㐅凵,MzUeOsZv	𰍷
尸扌支,MzPcBh	𰍸
尸車,MzJl	𰍹
尸毛大,MzOuXi	𰍺
尸水土,MzHgBm	𰍻
尸匕大寸,MzHsXiLw	𰍼
尸扌一冂人,MzPcFhSi	𰍽
尸禾山,MzZpDs	𰍾
尸千人人凵,MzHcSiZv	𰍿
尸丶宀日丨,MzOeErKs	𰎀
尸米毛,MzMgOu	𰎁
尸水尸毛,MzHgMzOu	𰎂
尸至夕夕,MzCyXuXu	𰎃
尸毛木人人,MzOuAjSi	𰎄
尸毛日曰,MzOuJeRl	𰎅
尸{微框}几,MzYaPs	𰎆
羊䒑口尸毛,IdVyIqOu	𰎇
屮人又又人丨,IaSiWiKs	𰎈
山弓,DsOd	𰎉
七刀山,LnKgDs	𰎊
山月,DsMd	𰎋
山人人,DsSiSi	𰎌
山厶儿,DsNdAh	𰎍
山龙,DsJh	𰎎
山小,DsLnOt	𰎏
山⺊尸,DsDhMz	𰎐
山业,DsOq	𰎑
山白,DsDy	𰎒
山幺力,DsBlAu	𰎓
山一儿,DsIeFhAh	𰎔
丁山巴,UeDsEw	𰎕
山贝刂,DsDjKg	𰎖
山月刂,DsMdKg	𰎗
山兎,DsZh	𰎘
山亻及,DsKjKd	𰎙
⺁一口山,OyFhIqDs	𰎚
山人云,DsSiPd	𰎛
山六乂,DsCaOs	𰎜
山冖车,DsErYf	𰎝
山冖𧘇,DsErOr	𰎞
山大人人,DsXiSiSi	𰎟
山一厂,DsFhYvOy	𰎠
山王大,DsGiXi	𰎡
山囗韦,DsUdQh	𰎢
戶弋山,FkNdDs	𰎣
山忄冖儿,DsNgErAh	𰎤
山土八土,DsBmVyBm	𰎥
山匚㐅欠,DsEhOsFy	𰎦
丿㠯十山,CkUsGlDs	𰎧
禾丸山,ZpTkDs	𰎨
山厂日子,DsOyJeYd	𰎩
山支目,DsBhGy	𰎪
山犭讠犬,DsLeVxLe	𰎫
一丰山,PcFhZhDs	𰎬
山几,DsWnPs	𰎭
山覀心,DsQpNg	𰎮
山隹乃,DsVhVi	𰎯
山尸⺌⺝,DsMzOtMd	𰎰
山山月月,DsDsMdMd	𰎱
