⺀	(丶丶,OeOe,bīng_èr,部首補充)
𩥂	(馬老日,GbRiJe,qí,CJK-B)
𩥃	(馬冖一豕,GbErFhKt,,CJK-B)
𩥄	(馬十目,GbGlGyVy,diān,CJK-B)
𩥅	(馬爫臼,GbToWi,tāo,CJK-B)
𩥆	(馬方𠂉,GbMxLdOr,lǜ,CJK-B)
𩥇	(馬尸龷,GbMzXkOr,zhàn,CJK-B)
𩥈	(馬囚皿,GbCvBk,wēn,CJK-B)
𩥉	(馬山豆,GbDsEi,jì,CJK-B)
𩥊	(高馬,WnGb,āo_jiāo,CJK-B)
𩥋	(馬馬,GbGb,òu_dú,CJK-B)
𩥌	(馬宀丰口,GbErZhIq,qià,CJK-B)
𩥍	(馬羊牛,GbIdLz,,CJK-B)
𩥎	(馬予丿夂力,GbMaCkAu,,CJK-B)
𩥏	(馬耂至,GbRiCy,,CJK-B)
𩥐	(馬丿㠯一巾,GbCkUsUw,shī,CJK-B)
𩥑	(馬⺜羽,GbJeEh,tǎ,CJK-B)
𩥒	(馬⺿亾,GbWhXcJv,,CJK-B)
𩥓	(爫臼馬,ToWiGb,,CJK-B)
𩥔	(⺼亠水馬,MdUeHgGb,mò,CJK-B)
𩥕	(馬廿口土,GbXkIqBm,,CJK-B)
𩥖	(卯田馬,FmSlGb,,CJK-B)
𩥗	(馬亻人人人人,GbKjSiSi,,CJK-B)
𩥘	(馬山亻丨攵,GbDsKjRy,yóu,CJK-B)
𩥙	(馬⺶工,GbIdNv,,CJK-B)
𩥚	(馬㇏禾,GbZhOeZp,,CJK-B)
𩥛	(馬厶羽,GbVyNdEh,,CJK-B)
𩥜	(馬方⺁,GbMxOyOr,,CJK-B)
𩥝	(馬冫欠心,GbLvFyNg,,CJK-B)
𩥞	(老日馬,RiJeGb,,CJK-B)
𩥟	(馬士冖石,GbMfErQq,,CJK-B)
𩥠	(馬艹亼口,GbWhTuIq,zhá,CJK-B)
𩥡	(覀馬月,QpGbMd,,CJK-B)
𩥢	(鬼馬,ByGb,,CJK-B)
𩥣	(馬爫缶,GbToUs,yáo,CJK-B)
𩥤	(馬亠隹,GbUeVh,,CJK-B)
𩥥	(馬宀亻白,GbErKjDy,,CJK-B)
𩥦	(予丿夂力馬,MaCkJtGb,,CJK-B)
𩥧	(馬自王,GbCjGi,,CJK-B)
𩥨	(馬亻人人人人𠃌,GbKjSiPv,,CJK-B)
𩥩	(馬弓冫弓冫,GbOdLvLv,,CJK-B)
𩥪	(馬山夂丰,GbDsJtZh,,CJK-B)
𩥫	(馬㇏臼,GbZhOeWi,chōng,CJK-B)
𩥬	(馬亠㐅凵禸,GbUeOsFj,lí,CJK-B)
𩥭	(馬魚,GbXl,yú,CJK-B)
𩥮	(馬文厂生,GbWmOyDh,chǎn,CJK-B)
𩥯	(匚矢殳馬,EhEuQiGb,yī,CJK-B)
𩥰	(馬非大,GbDmXi,,CJK-B)
𩥱	(馬丷夫氺,GbVySvHg,,CJK-B)
𩥲	(馬束夫,GbUhSv,chì,CJK-B)
𩥳	(馬戈口王,GbIeIqGi,,CJK-B)
𩥴	(馬禾刂牛,GbZpKgLz,lí,CJK-B)
𩥵	(馬厶厶厶人小,GbNdNdOt,,CJK-B)
𩥶	(馬肀米,GbUaMgKg,,CJK-B)
𩥷	(馬彡宀示,GbBlErDd,,CJK-B)
𩥸	(馬厂艹戉,GbOyWhUc,,CJK-B)
𩥹	(馬束攵,GbUhRy,,CJK-B)
𩥺	(馬吅田,GbRuSl,,CJK-B)
𩥻	(馬广肀用,GbGpUaQl,,CJK-B)
𩥼	(馬戊⺊一小,GbUcDhOt,,CJK-B)
𩥽	(馬人禾辶,GbSiZpLt,tú,CJK-B)
𩥾	(馬亼口丨人人,GbTuIqSi,,CJK-B)
𩥿	(馬宀亻一白,GbErKjDy,zú,CJK-B)
𩦀	(馬禾刂木,GbZpKgAj,,CJK-B)
𩦁	(馬亻人人人人一,GbKjSiFh,,CJK-B)
𩦂	(馬門月,GbAcMd,xián,CJK-B)
𩦃	(馬門木,GbAcAj,,CJK-B)
𩦄	(馬禾牛,GbZpKgLz,,CJK-B)
𩦅	(馬禾木,GbZpKgAj,,CJK-B)
𩦆	(馬亠夕㐄木,GbUeXuAj,,CJK-B)
𩦇	(馬壴口,GbHsIq,xì,CJK-B)
𩦈	(馬覀二火,GbQpRlYv,,CJK-B)
𩦉	(㡀攵馬,KtRyGb,bié,CJK-B)
𩦊	(馬宀井゛,GbErBzLv,hán_qiān,CJK-B)
𩦋	(馬幺幺戈人,GbBlBlSi,qí,CJK-B)
𩦌	(馬土吅,GbBmRuOr,sāng_shuāng,CJK-B)
𩦍	(立里馬,YqDnGb,,CJK-B)
𩦎	(馬文,GbDmWm,fēi_fěi,CJK-B)
𩦏	(馬山日勹亾,GbDsJeXc,,CJK-B)
𩦐	(馬羊䒑口,GbIdVyIq,shàn_huō,CJK-B)
𩦑	(馬弓工工口,GbOdNvIq,,CJK-B)
𩦒	(馬厂䒑欠,GbOyVyFy,,CJK-B)
𩦓	(馬門一廾,GbAcFhWh,,CJK-B)
𩦔	(馬門一巾,GbAcFhUw,,CJK-B)
𩦕	(馬壴,GbHsIe,,CJK-B)
𩦖	(馬巳巳龷八,GbDuDuVy,,CJK-B)
𩦗	(馬艹亠人人十,GbWhUeGl,,CJK-B)
𩦘	(馬龷隹,GbXkVh,huān,CJK-B)
𩦙	(馬束矢,GbUhEu,,CJK-B)
𩦚	(馬大丷日小,GbXiVyOt,,CJK-B)
𩦛	(丿人人人人土馬,CkSiSiGb,,CJK-B)
𩦜	(月丷夫力馬,MdVySvGb,,CJK-B)
𩦝	(馬戊𠃌皿,GbUcPvBk,,CJK-B)
𩦞	(馬⺿日勹亾,GbWhJeXc,,CJK-B)
𩦟	(馬⺿癶一大,GbWhVyXi,,CJK-B)
𩦠	(馬覀示刂,GbQpDdKg,bàng,CJK-B)
𩦡	(一ㄅ丨馬,WiFhPvGb,yú,CJK-B)
𩦢	(馬虍口㇞大,GbQbIqXi,yú,CJK-B)
𩦣	(馬鬲㐄,GbPwGj,,CJK-B)
𩦤	(馬口耳戈,GbIqQgIe,jí,CJK-B)
𩦥	(馬十⺿貝,GbGlWhIc,,CJK-B)
𩦦	(馬⺿歹廾,GbWhQmWh,,CJK-B)
𩦧	(馬日罒方,GbJeYtMx,,CJK-B)
𩦨	(白方攵馬,DyMxRyGb,,CJK-B)
𩦩	(馬隹,GbVhZv,,CJK-B)
𩦪	(馬衣八井一,GbOrVyFh,,CJK-B)
𩦫	(馬衣,GbTlOr,,CJK-B)
𩦬	(馬丷夫足,GbVySvUz,,CJK-B)
𩦭	(馬⺿廿㇗木,GbWhXkAj,,CJK-B)
𩦮	(馬罒一口𧘇,GbYtFhOr,,CJK-B)
𩦯	(馬罒大,GbYtXiId,,CJK-B)
𩦰	(馬亻人人人人二ㄅ,GbKjSiPv,,CJK-B)
𩦱	(馬亼囗⺌日,GbTuUdJe,kuǎi,CJK-B)
𩦲	(馬凵八夂,GbMgZvJt,zōng,CJK-B)
𩦳	(馬立乚,GbYqWiPv,,CJK-B)
𩦴	(馬門亠巾,GbAcUeUw,,CJK-B)
𩦵	(广亻隹馬,GpKjVhGb,,CJK-B)
𩦶	(虎丷夫馬,QbVySvGb,,CJK-B)
𩦷	(馬十戈隹,GbGlIeVh,,CJK-B)
𩦸	(馬田⺿,GbVySlVy,,CJK-B)
𩦹	(馬臣𠂉一皿,GbDzLdBk,xiàn,CJK-B)
𩦺	(馬⺿冖一豕,GbWhErKt,méng,CJK-B)
𩦻	(亾口月馬㇈,XcIqMdPc,,CJK-B)
𩦼	(馬各隹,GbQyVh,,CJK-B)
𩦽	(馬士口冖至,GbMfIqCy,,CJK-B)
𩦾	(馬覀示寸,GbQpDdLw,,CJK-B)
𩦿	(馬宀貝,GbErMzIc,,CJK-B)
𩧀	(馬大戈口丿土,GbXiIeBm,,CJK-B)
𩧁	(馬耳又人人人,GbQgWiSi,,CJK-B)
𩧂	(馬白幺幺木,GbDyBlAj,,CJK-B)
𩧃	(馬厂⺿田⽱,GbOyWhFj,lì,CJK-B)
𩧄	(馬斤斤貝,GbOzOzIc,zhì,CJK-B)
𩧅	(馬木乂乂木大,GbAjOsXi,fán,CJK-B)
𩧆	(馬巛,GbJvQk,liè_là,CJK-B)
𩧇	(馬艹示,GbWhVyDd,cài,CJK-B)
𩧈	(馬士罒貝,GbMfYtIc,dú,CJK-B)
𩧉	(馬广黃,GbGpBx,guāng,CJK-B)
𩧊	(馬⺈冂八目攵,GbRlZvRy,xiòng,CJK-B)
𩧋	(馬禾人氺,GbZpKgHg,lí,CJK-B)
𩧌	(馬馬木丶,GbGbAjOe,qì,CJK-B)
𩧍	(馬石石石,GbQqQqQq,,CJK-B)
𩧎	(馬山隹,GbDsVhZv,,CJK-B)
𩧏	(馬⻗隹,GbTfVh,jué,CJK-B)
𩧐	(馬十口冖石木,GbGlIqAj,tuō,CJK-B)
𩧑	(馬立月龙,GbYqMdBl,,CJK-B)
𩧒	(馬禾鳥,GbZpTl,jù,CJK-B)
𩧓	(馬艹肀片爿一,GbWhUaFh,xiāo,CJK-B)
𩧔	(火火頁馬,YvYvWvGb,,CJK-B)
𩧕	(石車石馬,QqJlQqGb,,CJK-B)
𩧖	(馬千人人人人糸,GbHcSiHt,,CJK-B)
𩧗	(馬十日十人土,GbGlJeYv,,CJK-B)
𩧘	(馬目目隹,GbGyGyVh,qú,CJK-B)
𩧙	(馬丿龱一火,GbWiCkYv,,CJK-B)
𩧚	(目目隹馬,GyGyVhGb,,CJK-B)
𩧛	(馬革勹言,GbGoSnMe,,CJK-B)
𩧜	(馬車十田寸,GbJlGlLw,zhuǎn,CJK-B)
𩧝	(馬衣工工工工,GbOrNvNv,,CJK-B)
𩧞	(馬禾人氺㐄,GbZpSiGj,,CJK-B)
𩧟	(馬言火火火,GbMeYvYv,,CJK-B)
𩧠	(馬禾人氺牛,GbZpSiLz,,CJK-B)
𩧡	(目目隹又馬,GyGyVhGb,jué,CJK-B)
𩧢	(馬馬馬,GbGbGb,,CJK-B)
𩧣	(馬{赢框}羊,GbOrId,,CJK-B)
𩧤	(馬⺊𱕻日口凵亅,GbDhLwKs,,CJK-B)
𩧥	(馬馬虍田皿,GbGbQbBk,,CJK-B)
𩧦	(马人,XhSiKg,jiè,CJK-B)
𩧧	(马立,XhYq,,CJK-B)
𩧨	(马由,XhIs,zhòu,CJK-B)
𩧩	(马一戈,XhFhIe,xiàn,CJK-B)
𩧪	(马龙,XhJh,lóng,CJK-B)
𩧫	(马冂大,XhZvXi,yǎng,CJK-B)
𩧬	(马冂土,XhZvBm,rǎn,CJK-B)
𩧭	(马丿夫,XhCkSv,yì,CJK-B)
𩧮	(歹刂马,QmKgXh,liè,CJK-B)
𩧯	(马又丶,XhIaWiOe,bō,CJK-B)
𩧰	(马冖车,XhErYf,hún,CJK-B)
𩧱	(马山己,XhDsJc,jì,CJK-B)
𩧲	(马冂一口,XhZvFhIq,dòng,CJK-B)
𩧳	(马舟,XhLk,zhōu,CJK-B)
𩧴	(马人王,XhSiGi,quān,CJK-B)
𩧵	(马士口,XhMfIq,jié,CJK-B)
𩧶	(夕㐄马,XuGjXh,,CJK-B)
𩧷	(宀牛马,ErLzXh,,CJK-B)
𩧸	(禾刂马,ZpKgXh,,CJK-B)
𩧹	(马里,XhDn,,CJK-B)
𩧺	(马尸𠃌口,XhMzPvIq,jú,CJK-B)
𩧻	(马宀夕匕,XhErXuHs,,CJK-B)
𩧼	(马大十廾,XhXiGlWh,bēn,CJK-B)
𩧽	(马囗古,XhUdQm,,CJK-B)
𩧾	(马覀土,XhQpBm,,CJK-B)
𩧿	(马一口田,XhFhIqSl,bī,CJK-B)
𩨀	(马日勹亾,XhJeSnXc,gé,CJK-B)
𩨁	(马㇏日,XhZhOeJe,chǔn,CJK-B)
𩨂	(马丷口心,XhVyIqNg,,CJK-B)
𩨃	(马聿廴,XhUaVv,qián,CJK-B)
𩨄	(马臼丨又,XhWiKsWi,sōu,CJK-B)
𩨅	(马田⺝,XhSlMd,wèi,CJK-B)
𩨆	(马丁,XhWnUe,chéng,CJK-B)
𩨇	(马米女,XhMgSm,lóu,CJK-B)
𩨈	(马亼⺝刂,XhTuMdKg,yú,CJK-B)
𩨉	(马束刂,XhUhKg,lā,CJK-B)
𩨊	(马䒑⺝刂,XhVyMdKg,qián,CJK-B)
𩨋	(马十目,XhGlGyVy,diān,CJK-B)
𩨌	(马⺜羽,XhJeEh,tǎ,CJK-B)
𩨍	(马尸龷,XhMzXkOr,zhàn,CJK-B)
𩨎	(马田龷八,XhSlXkVy,,CJK-B)
𩨏	(马丿米田,XhCkMgSl,fán,CJK-B)
𩨐	(马巛,XhJvQk,liè,CJK-B)
𩨑	(丁,FvUe,tīng,CJK-B)
𩨒	(几,FvPs,jī,CJK-B)
𩨓	(骨卜,FvDh,qiān,CJK-B)
𩨔	(九骨,DpFv,hú_huá,CJK-B)
𩨕	(已,FvNt,,CJK-B)
𩨖	(⺄十,FvPvGl,,CJK-B)
𩨗	(二ㄅ,FvRlPv,yú,CJK-B)
𩨘	(骨𠂉乙,FvLdJg,qì_gē,CJK-B)
𩨙	(骨弓,FvOd,yú,CJK-B)
𩨚	(骨女,FvSm,wā,CJK-B)
𩨛	(丿七,FvCkLn,,CJK-B)
𩨜	(巴,FvEw,bà,CJK-B)
𩨝	(支,FvBh,qí,CJK-B)
𩨞	(及,FvKd,sǎ,CJK-B)
𩨟	(乂乂,FvOsOs,qiāo,CJK-B)
𩨠	(牙,FvYb,yà,CJK-B)
𩨡	(小丿,FvOtCk,xiǎn_sǎn,CJK-B)
𩨢	(爪,FvTo,,CJK-B)
𩨣	(方,FvMx,,CJK-B)
𩨤	(一幺,FvFhBl,,CJK-B)
𩨥	(冖儿,FvErAh,,CJK-B)
𩨦	(八一ㄅ,FvVyFhPv,,CJK-B)
𩨧	(人刀,FvSiKg,,CJK-B)
𩨨	(骨匕,FvHsHs,cī,CJK-B)
𩨩	(骨⺁又,FvOyWi,fàn,CJK-B)
𩨪	(骨八勹,FvVySn,,CJK-B)
𩨫	(骨丿,FvSiCk,kǔn,CJK-B)
𩨬	(亠幺,FvUeBl,gǔn,CJK-B)
𩨭	(宀匕,FvErHs,quē,CJK-B)
𩨮	(山厂,DsOyFv,è,CJK-B)
𩨯	(斤丶,FvOzOe,qióng,CJK-B)
𩨰	(丿夫,FvCkSv,,CJK-B)
𩨱	(止匕,LdHsFv,,CJK-B)
𩨲	(心丿,FvNgCk,mà,CJK-B)
𩨳	(屮凵,IaZvFv,kū_dū,CJK-B)
𩨴	(口一ㄅ,FvIqFhPv,yǎo,CJK-B)
𩨵	(口八,FvIqVy,,CJK-B)
𩨶	(丿,FvCkOr,,CJK-B)
𩨷	(山,FvDsHs,quē,CJK-B)
𩨸	(屮凵,FvIaZv,chū,CJK-B)
𩨹	(骨甲,FvSt,jiǎ,CJK-B)
𩨺	(𠂉几一,FvLdPsFh,,CJK-B)
𩨻	(骨丶王,FvOeGi,zhǔ,CJK-B)
𩨼	(⾻一,FvOzFh,,CJK-B)
𩨽	(丿㠯,FvCkUs,duī,CJK-B)
𩨾	(⺈厂⺋,FvRlOyWj,wá,CJK-B)
𩨿	(𠂇火,FvGlYv,,CJK-B)
𩩀	(巛山,FvJvDs,nǎo,CJK-B)
𩩁	(骨儿,FvPdAh,,CJK-B)
𩩂	(亼口,FvTuIq,,CJK-B)
𩩃	(大干,FvXiLr,,CJK-B)
𩩄	(干,FvLrLr,yán,CJK-B)
𩩅	(骨冂一口,FvZvFhIq,tóng,CJK-B)
𩩆	(山ㅌ,FvDsSi,,CJK-B)
𩩇	(儿⾻,PdAhFv,,CJK-B)
𩩈	(骨人云,FvSiPd,,CJK-B)
𩩉	(耂子,FvRiYd,,CJK-B)
𩩊	(亼乛口,FvTuPvIq,,CJK-B)
𩩋	(一巛工,FvFhJvNv,xíng_jìng,CJK-B)
𩩌	(丿糸,FvCkHt,gǔn,CJK-B)
𩩍	(由一ㄅ,FvIsFhPv,pīng,CJK-B)
𩩎	(氏口,FvQuIq,,CJK-B)
𩩏	(宀ヿ,FvErPvVy,,CJK-B)
𩩐	(骨口⺝,FvIqMd,,CJK-B)
𩩑	(骨五口,FvJiIq,yǔ,CJK-B)
𩩒	(骨豕,FvKt,hè,CJK-B)
𩩓	(⺌⺼,FvOtMd,,CJK-B)
𩩔	(骨足,FvUz,zhuó,CJK-B)
𩩕	(白儿,FvDyAh,,CJK-B)
𩩖	(⾻王廾,FvGiWh,,CJK-B)
𩩗	(人,FvSiVl,shē,CJK-B)
𩩘	(方人゛,MxSiLvFv,yǔ,CJK-B)
𩩙	(田丿十,FvSlCkGl,,CJK-B)
𩩚	(田丌,FvSlWh,,CJK-B)
𩩛	(大可,FvXiZj,jì,CJK-B)
𩩜	(阝𠂇工,TjGlNvFv,,CJK-B)
𩩝	(穴工,FvZiNv,qiāng,CJK-B)
𩩞	(千艹士,FvHcWhMf,shuì,CJK-B)
𩩟	(又又又又,FvWiWiWi,chuò,CJK-B)
𩩠	(亠人人十,FvUeSiGl,zú,CJK-B)
𩩡	(土儿夂,FvBmAhJt,léng,CJK-B)
𩩢	(臼儿,FvWiAh,ní,CJK-B)
𩩣	(⺼,FvPdMd,,CJK-B)
𩩤	(骨一,FvFhWu,wā,CJK-B)
𩩥	(骨廿木,FvXkAj,zhá,CJK-B)
𩩦	(耳,FvQgFv,,CJK-B)
𩩧	(骨火火,FvYvYv,dàn,CJK-B)
𩩨	(骨皮川,FvEmJv,,CJK-B)
𩩩	(⾻龶𧘇,FvZhOr,,CJK-B)
𩩪	(日曰⾻,JeRlFv,,CJK-B)
𩩫	(⾻日曰,FvJeRl,,CJK-B)
𩩬	(士冖一几⾻,MfErFhFv,,CJK-B)
𩩭	(小丿目,FvOtCkGy,,CJK-B)
𩩮	(广廿又,FvGpXkWi,dù,CJK-B)
𩩯	(戶𠕁,FvFkJz,biàn,CJK-B)
𩩰	(匕白,FvHsHsDy,jiē_hái,CJK-B)
𩩱	(二コ又,FvMzRlWi,qià,CJK-B)
𩩲	(日勹亾,FvJeSnXc,hé,CJK-B)
𩩳	(千里,FvHcDn,chòng,CJK-B)
𩩴	(戊一口,FvUcFhIq,yán,CJK-B)
𩩵	(亻矢,FvKjEhEu,,CJK-B)
𩩶	(,FvOz,yàn,CJK-B)
𩩷	(骨厂彡,FvYqOyBl,,CJK-B)
𩩸	(革,FvGo,,CJK-B)
𩩹	(一冂人攴,FvFhZvRy,,CJK-B)
𩩺	(骨白水,FvDyHg,sóng,CJK-B)
𩩻	(骨⺁十目,FvOyGlGy,téng,CJK-B)
𩩼	(骨彡厶⺝,FvBlNdMd,yǎo,CJK-B)
𩩽	(⺈厂矢,FvRlOyEu,,CJK-B)
𩩾	(户二已,FvFkRlNt,kāo,CJK-B)
𩩿	(骨音,FvAr,,CJK-B)
𩪀	(丿㠯辶,FvCkUsLt,zhuī,CJK-B)
𩪁	(鬼,FvBy,guì,CJK-B)
𩪂	(山豆,FvDsEi,ái,CJK-B)
𩪃	(宀丰口,FvErZhIq,hài,CJK-B)
𩪄	(𠂇工𠂇工,FvGlNvNv,,CJK-B)
𩪅	(丿龱匕,FvCkLwHs,,CJK-B)
𩪆	(,FvFv,,CJK-B)
𩪇	(骨巛貝,FvJvIc,,CJK-B)
𩪈	(骨⺌貝,FvOtIc,suǒ,CJK-B)
𩪉	(,FvCu,xù,CJK-B)
𩪊	(覀示,FvQpDd,biāo,CJK-B)
𩪋	(敖,TkFv,,CJK-B)
𩪌	(夂丰辶,FvJtZhLt,fèng,CJK-B)
𩪍	(匚口吅,FvEhIqRu,qū_shū,CJK-B)
𩪎	(⺿犬廾,FvWhLeWh,mǎng,CJK-B)
𩪏	(𠂇工冂人人,FvGlNvSi,,CJK-B)
𩪐	(囗戈口一,FvUdIeFh,guó,CJK-B)
𩪑	(巛田木,FvJvSlAj,,CJK-B)
𩪒	(⺿耂工,FvWhRiNv,,CJK-B)
𩪓	(山隹,FvDsVh,,CJK-B)
𩪔	(尸几几殳,MzPsPsFv,,CJK-B)
𩪕	(士方攵,FvMfMxRy,,CJK-B)
𩪖	(骨田艹,FvSlWhPc,bì,CJK-B)
𩪗	(厂䒑欠,FvOyVyFy,jué,CJK-B)
𩪘	(立里,FvYqDn,chuáng,CJK-B)
𩪙	(冖巾口,FvYqErIq,,CJK-B)
𩪚	(大丷日小,FvXiVyOt,,CJK-B)
𩪛	(业⺶㇏,FvOqIdOe,pú,CJK-B)
𩪜	(厂䒑欠,OyVyIaFv,,CJK-B)
𩪝	(骨艹夕⺋土,FvWhXuBm,,CJK-B)
𩪞	(⾻巳巳龷八,FvDuDuVy,,CJK-B)
𩪟	(骨立口丨口,FvYqIqIq,yì,CJK-B)
𩪠	(广亻隹,GpKjVhFv,,CJK-B)
𩪡	(尸龷八殳,MzXkVyFv,,CJK-B)
𩪢	(音欠,FvArFy,qiān,CJK-B)
𩪣	(音心,FvArNg,yì,CJK-B)
𩪤	(业䒑未,FvOqVyJx,è,CJK-B)
𩪥	(亼龴,FvTfTuNd,líng,CJK-B)
𩪦	(阝𠂇工𠂇工,FvTjGlNv,,CJK-B)
𩪧	(辟,FvRk,bì,CJK-B)
𩪨	(屮凵方攴,IaZvMxFv,,CJK-B)
𩪩	(冖口丨口,FvYqErIq,,CJK-B)
𩪪	(厂黑,FvOyUc,,CJK-B)
𩪫	(骨艹一䒑未,FvWhFhJx,,CJK-B)
𩪬	(骨广䒑,FvGpVyYv,,CJK-B)
𩪭	(卝隹又,FvWhVhWi,huò,CJK-B)
𩪮	(麻幺,FvOnBl,mǒ_mó,CJK-B)
𩪯	(骨宀貝,FvErMzIc,,CJK-B)
𩪰	(骨⻗而,FvTfUa,,CJK-B)
𩪱	(骨千黑,FvHcUc,xūn,CJK-B)
𩪲	(齒,FvYb,,CJK-B)
𩪳	(亻人人人人一丿工,FvKjSiNv,,CJK-B)
𩪴	(骨⺶㇏丶艮,FvIdOeTp,yàn,CJK-B)
𩪵	(⾻口丨女攵,FvSfIqRy,,CJK-B)
𩪶	(⺮卩,FvZiTpWj,,CJK-B)
𩪷	(阝𠂇工⺝辶,FvTjGlLt,,CJK-B)
𩪸	(厂禾禾止,FvOyZpLd,lì,CJK-B)
𩪹	(人貝,FvWiSiIc,,CJK-B)
𩪺	(骨日⻗云,FvJeTfPd,tán,CJK-B)
𩪻	(⺮罒亻戈,FvZiYtIe,,CJK-B)
𩪼	(艹吅隹,FvWhRuVh,,CJK-B)
𩪽	(骨幺幺一幺幺㇗斤,FvBlBlOz,,CJK-B)
𩪾	(言糹糹,MeHtHtFv,luán,CJK-B)
𩪿	(高丸,WnTk,,CJK-B)
𩫀	(高ㄥ大,WnPvXi,kài,CJK-B)
𩫁	(高毛,WnOu,mào,CJK-B)
𩫂	(高子乚,WnYdPv,xiāo,CJK-B)
𩫃	(高子,WnYd,,CJK-B)
𩫄	(高斗,WnPf,,CJK-B)
𩫅	(高戈,WnIe,,CJK-B)
𩫆	(高丿廾,WnCkWh,,CJK-B)
𩫇	(不高,CiWn,ǎi,CJK-B)
𩫈	(高犬,WnLe,,CJK-B)
𩫉	(刀刀高,KgKgWn,,CJK-B)
𩫊	(高八土,WnVyBm,tǎ,CJK-B)
𩫋	(高皮,WnEm,,CJK-B)
𩫌	(高冂口,WnZvIq,,CJK-B)
𩫍	(高生,WnDh,mèi,CJK-B)
𩫎	(高一⺈巾,WnFhRlUw,,CJK-B)
𩫏	(口十,WnIqGl,guō_yōng,CJK-B)
𩫐	(䒑廾高,VyWhWn,,CJK-B)
𩫑	(高䒑廾,WnVyWh,,CJK-B)
𩫒	(高𠂇丿巾,WnGlCkUw,,CJK-B)
𩫓	(高歹匕,WnQmHs,gǎo,CJK-B)
𩫔	(高千止,WnHcLd,náo,CJK-B)
𩫕	(高豕,WnKt,háo,CJK-B)
𩫖	(高口凵亅,WnIqZvKs,,CJK-B)
𩫗	(高囗口丨,WnUdIqKs,,CJK-B)
𩫘	(高口⺼,WnIqMd,,CJK-B)
𩫙	(高身,WnLc,,CJK-B)
𩫚	(高彑⺈巾,WnSiRlUw,,CJK-B)
𩫛	(高亠人人十,WnUeSiGl,,CJK-B)
𩫜	(高田廾,WnSlWh,,CJK-B)
𩫝	(高白丿十,WnDyCkGl,,CJK-B)
𩫞	(高彑,WnSiKt,,CJK-B)
𩫟	(高夕㐄土,WnXuGjBm,,CJK-B)
𩫠	(口十人,WnIqGlSi,quē,CJK-B)
𩫡	(高木{凬字心}一,WnAjTeFh,,CJK-B)
𩫢	(高工貝,WnNvIc,,CJK-B)
𩫣	(高口貝,WnIqIc,,CJK-B)
𩫤	(高夕㐄木,WnXuGjAj,,CJK-B)
𩫥	(巛田木高,JvSlAjWn,cáo,CJK-B)
𩫦	(高厶厶厶人彡,WnNdNdBl,sào,CJK-B)
𩫧	(口十{凬字心}一,WnIqGlFh,,CJK-B)
𩫨	(口十戊𠃌,WnIqGlPv,,CJK-B)
𩫩	(口古巴,WnIqQmEw,,CJK-B)
𩫪	(口十白丿十,WnIqGlGl,,CJK-B)
𩫫	(口十白丿十,WnIqGlGl,pí,CJK-B)
𩫬	(高自田丌,WnCjSlWh,,CJK-B)
𩫭	(口十耂日,WnIqGlJe,,CJK-B)
𩫮	(高口凵亅白丿十,WnIqZvGl,,CJK-B)
𩫯	(口十甫寸,WnIqGlLw,,CJK-B)
𩫰	(口十口丨女,WnIqGlSm,,CJK-B)
𩫱	(口十广肀用,WnIqGlQl,,CJK-B)
𩫲	(高虫虫虫,WnJwJwJw,xiē,CJK-B)
𩫳	(吕頁吕高,NfWvNfWn,xiāo,CJK-B)
𩫴	(髟九,BeDp,jú,CJK-B)
𩫵	(髟八,BeVy,,CJK-B)
𩫶	(髟了,BeFu,,CJK-B)
𩫷	(髟匕,BeHs,,CJK-B)
𩫸	(髟力,BeAu,,CJK-B)
𩫹	(髟巾,BeUw,chéng,CJK-B)
𩫺	(髟山,BeDs,nǎo,CJK-B)
𩫻	(髟己,BeJc,,CJK-B)
𩫼	(髟几丶,BePsOe,,CJK-B)
𩫽	(髟土,BeBm,,CJK-B)
𩫾	(髟丷丨,BeVyKs,,CJK-B)
𩫿	(髟一巾,BeFhUw,,CJK-B)
𩬀	(髟冂入,BeZvXj,nèi,CJK-B)
𩬁	(髟氏,BeQu,,CJK-B)
𩬂	(镸彡龰,SiBlLd,,CJK-B)
𩬃	(髟乂乂,BeOsOs,,CJK-B)
𩬄	(镸彡龰,SiBlLd,,CJK-B)
𩬅	(髟⺆亠,BeZvUe,,CJK-B)
𩬆	(髟一⺊ㄅ,BeFhDhPv,,CJK-B)
𩬇	(髟犬,BeLe,,CJK-B)
𩬈	(髟匕,BeHsHs,,CJK-B)
𩬉	(髟八刀,BeVyKg,,CJK-B)
𩬊	(髟火,BeYv,,CJK-B)
𩬋	(髟又十,BeWiGl,,CJK-B)
𩬌	(髟厶儿,BeNdAh,,CJK-B)
𩬍	(髟毌,BeSf,mǔ,CJK-B)
𩬎	(髟王,BeGi,,CJK-B)
𩬏	(髟⺝,BeMd,shāo,CJK-B)
𩬐	(髟爪,BeTo,,CJK-B)
𩬑	(髟⺊口,BeDhIq,diān_chān,CJK-B)
𩬒	(髟冖巾,BeErUw,,CJK-B)
𩬓	(髟𠂉巾,BeLdUw,,CJK-B)
𩬔	(髟亼龴,BeTuNd,líng,CJK-B)
𩬕	(髟戊,BeUc,,CJK-B)
𩬖	(髟人彡,BeSiBl,zhěn,CJK-B)
𩬗	(髟幺力,BeBlAu,yǎo,CJK-B)
𩬘	(髟𠂉小,BeLdOt,,CJK-B)
𩬙	(髟亻寸,BeKjLw,fù_fū,CJK-B)
