⺀	[丶丶,bīng_èr,部首補充]
𱻯	[耂日氵耂日,,CJK-H]
𱻰	[而二,,CJK-H]
𱻱	[戶一而,,CJK-H]
𱻲	[耒女,,CJK-H]
𱻳	[耒五口,,CJK-H]
𱻴	[耒龶贝,,CJK-H]
𱻵	[耒囗戈口一,,CJK-H]
𱻶	[耒十人人囗口,,CJK-H]
𱻷	[耳一ㄅ一,,CJK-H]
𱻸	[耳户,,CJK-H]
𱻹	[土口耳,,CJK-H]
𱻺	[耳𠂉戸,,CJK-H]
𱻻	[耳亽ヿ心,,CJK-H]
𱻼	[耳䒑业,,CJK-H]
𱻽	[耳耳,,CJK-H]
𱻾	[耳毋心,,CJK-H]
𱻿	[石又聿,,CJK-H]
𱼀	[,,CJK-H]
𱼁	[月乃,,CJK-H]
𱼂	[月一卜,,CJK-H]
𱼃	[冂人人卩人,,CJK-H]
𱼄	[罒冂人人,,CJK-H]
𱼅	[月一口,,CJK-H]
𱼆	[月土也,,CJK-H]
𱼇	[月亻匕十,,CJK-H]
𱼈	[月𠂉日,,CJK-H]
𱼉	[月貝,,CJK-H]
𱼊	[九罒⺼,,CJK-H]
𱼋	[月丶艮,,CJK-H]
𱼌	[月氵冖几,,CJK-H]
𱼍	[月木日一,,CJK-H]
𱼎	[月日业,,CJK-H]
𱼏	[月虫贝,,CJK-H]
𱼐	[月八刀皿,,CJK-H]
𱼑	[厶⺝匕,,CJK-H]
𱼒	[月女至,,CJK-H]
𱼓	[月彳走,,CJK-H]
𱼔	[月戊臣,,CJK-H]
𱼕	[月一自戈,,CJK-H]
𱼖	[月頁,,CJK-H]
𱼗	[月米乛斤,,CJK-H]
𱼘	[户⺝⺁一巴,,CJK-H]
𱼙	[月亡月王,,CJK-H]
𱼚	[未戊𠃌冂人人,,CJK-H]
𱼛	[冂人人吅䒑,,CJK-H]
𱼜	[月刀口辛,,CJK-H]
𱼝	[月艹歹匕廾,,CJK-H]
𱼞	[月戊一口心,,CJK-H]
𱼟	[匕⺝宀疋,,CJK-H]
𱼠	[匕⺝罒方,,CJK-H]
𱼡	[月宀隹口,,CJK-H]
𱼢	[月艹罒戊丶,,CJK-H]
𱼣	[月⺮彑,,CJK-H]
𱼤	[月亠乡隹土,,CJK-H]
𱼥	[月馬,,CJK-H]
𱼦	[虍鬲犬冂人人,,CJK-H]
𱼧	[丿臣,,CJK-H]
𱼨	[自⺽乚,,CJK-H]
𱼩	[{云变}二一亅,,CJK-H]
𱼪	[至田,,CJK-H]
𱼫	[日冖至,,CJK-H]
𱼬	[至人禾,,CJK-H]
𱼭	[臼土,,CJK-H]
𱼮	[臼土一儿,,CJK-H]
𱼯	[米臼,,CJK-H]
𱼰	[臼冂十冂女,,CJK-H]
𱼱	[一ㄅ丨人口土,,CJK-H]
𱼲	[土甘土臼一廾臼一廾一廾,,CJK-H]
𱼳	[舌亽ヿ口,,CJK-H]
𱼴	[舌夫夫車,,CJK-H]
𱼵	[𠂉卌一夕㐄甘木,,CJK-H]
𱼶	[舟巳,,CJK-H]
𱼷	[舟止,,CJK-H]
𱼸	[舟几乂,,CJK-H]
𱼹	[舟夫丷,,CJK-H]
𱼺	[舟亻匕十,,CJK-H]
𱼻	[舟又又又又,,CJK-H]
𱼼	[舟土里,,CJK-H]
𱼽	[舟日光,,CJK-H]
𱼾	[舟丷夫人人,,CJK-H]
𱼿	[木日十𠂉⺆亠丶,,CJK-H]
𱽀	[山日一ㄅ入舟,,CJK-H]
𱽁	[爿爫寸舟,,CJK-H]
𱽂	[舟⺿,,CJK-H]
𱽃	[舟豕虫,,CJK-H]
𱽄	[舟羽隹,,CJK-H]
𱽅	[舟⻊一自夂,,CJK-H]
𱽆	[舟彑米糸廾,,CJK-H]
𱽇	[一又艮,,CJK-H]
𱽈	[艮,,CJK-H]
𱽉	[⺈巴米,,CJK-H]
𱽊	[⺈巴言旡旡日,,CJK-H]
𱽋	[艹丷丨,,CJK-H]
𱽌	[艹廾丶,,CJK-H]
𱽍	[龷寸,,CJK-H]
𱽎	[艹贝,,CJK-H]
𱽏	[艹勹冫,,CJK-H]
𱽐	[艹⺇二,,CJK-H]
𱽑	[艹王丶,,CJK-H]
𱽒	[艹工一ㄅ,,CJK-H]
𱽓	[龷丿丨人,,CJK-H]
𱽔	[艹口儿,,CJK-H]
𱽕	[艹口刀,,CJK-H]
𱽖	[艹日丨,,CJK-H]
𱽗	[艹⺊尸,,CJK-H]
𱽘	[艹人人一,,CJK-H]
𱽙	[艹人廾,,CJK-H]
𱽚	[艹小,,CJK-H]
𱽛	[艹一业,,CJK-H]
𱽜	[艹扌丸,,CJK-H]
𱽝	[艹王厶,,CJK-H]
𱽞	[艸大,,CJK-H]
𱽟	[䒑木几,,CJK-H]
𱽠	[艹冂人人,,CJK-H]
𱽡	[艹冂人八,,CJK-H]
𱽢	[艹几歹,,CJK-H]
𱽣	[䒑亻匕十,,CJK-H]
𱽤	[艹厂,,CJK-H]
𱽥	[艹米,,CJK-H]
𱽦	[艹宀寸,,CJK-H]
𱽧	[艹丨丨,,CJK-H]
𱽨	[艹阝,,CJK-H]
𱽩	[艹扌巴,,CJK-H]
𱽪	[艹囗二儿,,CJK-H]
𱽫	[艹氵一巾,,CJK-H]
𱽬	[艹氵勹厶,,CJK-H]
𱽭	[龷八丱,,CJK-H]
𱽮	[艹彳ス工,,CJK-H]
𱽯	[艹勹亼口,,CJK-H]
𱽰	[艹气八刀,,CJK-H]
𱽱	[艹广又丶,,CJK-H]
𱽲	[艹亠囗口,,CJK-H]
𱽳	[艹古亽ヿ,,CJK-H]
𱽴	[卝一冂人人刂,,CJK-H]
𱽵	[艹不皿,,CJK-H]
𱽶	[艹口亼口,,CJK-H]
𱽷	[艹〢又皿,,CJK-H]
𱽸	[艹勹日子,,CJK-H]
𱽹	[艹彳八厶儿,,CJK-H]
𱽺	[艹亻丿扌,,CJK-H]
𱽻	[艹爫田,,CJK-H]
𱽼	[艹氵厂,,CJK-H]
𱽽	[艹氵⺧儿,,CJK-H]
𱽾	[艹纟勹日,,CJK-H]
𱽿	[艹阝夂㐄,,CJK-H]
𱾀	[艹木舌,,CJK-H]
𱾁	[艹廿米,,CJK-H]
𱾂	[艹土口𧘇,,CJK-H]
𱾃	[艹目⺈小,,CJK-H]
𱾄	[䒑冂大皿,,CJK-H]
𱾅	[艹犭亻龶人,,CJK-H]
𱾆	[艹九隹,,CJK-H]
𱾇	[艹亻匕王冂,,CJK-H]
𱾈	[艹氵日干,,CJK-H]
𱾉	[艹立刂,,CJK-H]
𱾊	[艹方𠂉,,CJK-H]
𱾋	[艹礻口儿,,CJK-H]
𱾌	[艹乃廾皿,,CJK-H]
𱾍	[艹尸尸丨廾,,CJK-H]
𱾎	[艹士口鸟,,CJK-H]
𱾏	[艹镸丿大,,CJK-H]
𱾐	[艹革力,,CJK-H]
𱾑	[艹日十皮,,CJK-H]
𱾒	[艹囗土八土,,CJK-H]
𱾓	[卝囗土厶,,CJK-H]
𱾔	[卝囗土衣,,CJK-H]
𱾕	[艸日又彡,,CJK-H]
𱾖	[艹隹口,,CJK-H]
𱾗	[艹𠂉母攵,,CJK-H]
𱾘	[艹犭大日乚,,CJK-H]
𱾙	[艹一目,,CJK-H]
𱾚	[艹力口衣,,CJK-H]
𱾛	[艹古山亽ヿ,,CJK-H]
𱾜	[艹耳人人人,,CJK-H]
𱾝	[艹木隹,,CJK-H]
𱾞	[艹扌丸虫,,CJK-H]
𱾟	[艹日罒寸,,CJK-H]
𱾠	[艹兔辶,,CJK-H]
𱾡	[艹豸白,,CJK-H]
𱾢	[艹鱼日,,CJK-H]
𱾣	[门艹田⽱,,CJK-H]
𱾤	[艹辰寸廾,,CJK-H]
𱾥	[艹扌彳走,,CJK-H]
𱾦	[匕艹爫木,,CJK-H]
𱾧	[艹曲豆,,CJK-H]
𱾨	[艹日勹亾辶,,CJK-H]
𱾩	[⺿宀丰口廾,,CJK-H]
𱾪	[米女艹夫,,CJK-H]
𱾫	[艹氵隹十,,CJK-H]
𱾬	[艹大土耳又,,CJK-H]
𱾭	[艹干口冖口土,,CJK-H]
𱾮	[艹古日勹亾,,CJK-H]
𱾯	[艹罒亻彐冖又,,CJK-H]
𱾰	[艹禾匕白,,CJK-H]
𱾱	[艹山自一ㄅ夂,,CJK-H]
𱾲	[屮屮丿冂乂匕人人,,CJK-H]
𱾳	[艹⻗言,,CJK-H]
𱾴	[⺿⿆丿士,,CJK-H]
𱾵	[䒑木丿龱八夂,,CJK-H]
𱾶	[艹山黑,,CJK-H]
𱾷	[丿龱儿夂艹牙,,CJK-H]
𱾸	[艹立里戈,,CJK-H]
𱾹	[艹阝立䒑ㄅ,,CJK-H]
𱾺	[艹罒冖爿未,,CJK-H]
𱾻	[艹隹隹,,CJK-H]
𱾼	[艹彑巾彑巾,,CJK-H]
𱾽	[艹黑甘,,CJK-H]
𱾾	[艹禾业⺶㇏,,CJK-H]
𱾿	[艹氵亠{齊字腰}二,,CJK-H]
𱿀	[艹心隹人,,CJK-H]
𱿁	[癶豆艹古,,CJK-H]
𱿂	[艹田⽱頁,,CJK-H]
𱿃	[艹糹丿米田,,CJK-H]
𱿄	[䒑金丿冂㐅八夂,,CJK-H]
𱿅	[艹冫欠冫欠冫欠,,CJK-H]
𱿆	[艹礻曲豆,,CJK-H]
𱿇	[艹止自臣夂,,CJK-H]
𱿈	[尸口丨女⺿丨日,,CJK-H]
𱿉	[艹日衣吅井一,,CJK-H]
𱿊	[艹夂丰辶土里,,CJK-H]
𱿋	[艹罒冖夕艹日月,,CJK-H]
𱿌	[艹白幺幺木束,,CJK-H]
𱿍	[艹隹灬⺶目,,CJK-H]
𱿎	[虎力,,CJK-H]
𱿏	[𠂇厶虎,,CJK-H]
𱿐	[虎及,,CJK-H]
𱿑	[面虎,,CJK-H]
𱿒	[口一ㄅ⺁虎,,CJK-H]
𱿓	[虍丿丷𬺰八一ㄅ,,CJK-H]
𱿔	[土虎,,CJK-H]
𱿕	[口一ㄅ虎丿丷𬺰,,CJK-H]
𱿖	[虍鬲𠂇又丶,,CJK-H]
𱿗	[虎虎虎,,CJK-H]
𱿘	[虫𠃌㇀,,CJK-H]
𱿙	[虫飞,,CJK-H]
𱿚	[虫厂力,,CJK-H]
𱿛	[无虫,,CJK-H]
𱿜	[虫心,,CJK-H]
𱿝	[虫人丨又,,CJK-H]
𱿞	[虫丷三,,CJK-H]
𱿟	[虫而,,CJK-H]
𱿠	[虫艹乂,,CJK-H]
𱿡	[虫山夕,,CJK-H]
𱿢	[虫弋心,,CJK-H]
𱿣	[虫古儿,,CJK-H]
𱿤	[虫吕,,CJK-H]
𱿥	[亻⺈小虫,,CJK-H]
𱿦	[𠂉母虫,,CJK-H]
𱿧	[虫门日,,CJK-H]
𱿨	[木木虫,,CJK-H]
𱿩	[虫井辶,,CJK-H]
𱿪	[虫土刀口,,CJK-H]
𱿫	[虫尚,,CJK-H]
𱿬	[虫艹几二,,CJK-H]
𱿭	[虫彳且,,CJK-H]
𱿮	[氵皮虫,,CJK-H]
𱿯	[虫不一止,,CJK-H]
𱿰	[虫扌亼口,,CJK-H]
𱿱	[一儿虫一卜,,CJK-H]
𱿲	[虫革,,CJK-H]
𱿳	[虫厂日子,,CJK-H]
𱿴	[束刂虫,,CJK-H]
𱿵	[虫艹句,,CJK-H]
𱿶	[虫八刀皿,,CJK-H]
𱿷	[虫一弓丨,,CJK-H]
𱿸	[虫方𠂉也,,CJK-H]
𱿹	[虫宀⺧儿,,CJK-H]
𱿺	[虫音,,CJK-H]
𱿻	[米女虫,,CJK-H]
𱿼	[虫井王冂,,CJK-H]
𱿽	[虫罒一止,,CJK-H]
𱿾	[钅一戈虫,,CJK-H]
𱿿	[虫八乂夕夕,,CJK-H]
𲀀	[虫文而,,CJK-H]
𲀁	[虫一自戈,,CJK-H]
𲀂	[虫土丷囗口,,CJK-H]
𲀃	[虫山月月,,CJK-H]
𲀄	[虫虍业,,CJK-H]
𲀅	[虫爫丨臼,,CJK-H]
𲀆	[虫方𠂉矢,,CJK-H]
𲀇	[立口阝虫,,CJK-H]
𲀈	[虫弋二貝,,CJK-H]
𲀉	[虫牙,,CJK-H]
𲀊	[虫歹匕冂人人,,CJK-H]
𲀋	[臼虫虫,,CJK-H]
𲀌	[广亻隹虫,,CJK-H]
𲀍	[虫日亠亻歹刂,,CJK-H]
𲀎	[艹罒冖夕虫,,CJK-H]
𲀏	[疋虫丿㠯辶,,CJK-H]
𲀐	[虫⺄羽隹,,CJK-H]
𲀑	[丿冂㐅虫穴虫,,CJK-H]
𲀒	[虫龶黽,,CJK-H]
𲀓	[虫爫罒寸,,CJK-H]
𲀔	[象虫虫,,CJK-H]
𲀕	[虫言火火火,,CJK-H]
𲀖	[虫卝一白止㔾八夂,,CJK-H]
𲀗	[卯丿皿,,CJK-H]
𲀘	[丿皿夕,,CJK-H]
𲀙	[丿皿甘木,,CJK-H]
𲀚	[丿皿乃見,,CJK-H]
𲀛	[彳巾亍,,CJK-H]
𲀜	[彳幺亍,,CJK-H]
𲀝	[彳车亍,,CJK-H]
𲀞	[彳亠厶十亍,,CJK-H]
𲀟	[彳十乛゛大亍,,CJK-H]
𲀠	[彳勹心亍,,CJK-H]
𲀡	[彳土厶示亍,,CJK-H]
𲀢	[彳爫龴冂厶又亍,,CJK-H]
𲀣	[彳䒑自寸亍,,CJK-H]
𲀤	[衤丁,,CJK-H]
𲀥	[人衣,,CJK-H]
𲀦	[衤𬺰丿,,CJK-H]
𲀧	[牙衣,,CJK-H]
𲀨	[衤不一,,CJK-H]
𲀩	[衤田,,CJK-H]
𲀪	[衤卜方,,CJK-H]
𲀫	[衤𠂉夫,,CJK-H]
𲀬	[衤亼工,,CJK-H]
𲀭	[衣衣,,CJK-H]
𲀮	[衤羽,,CJK-H]
𲀯	[衣牙阝,,CJK-H]
𲀰	[歹𬺰丿衣,,CJK-H]
𲀱	[口勹衣,,CJK-H]
𲀲	[衤口巴,,CJK-H]
𲀳	[衤𠂉疋,,CJK-H]
𲀴	[衤土,,CJK-H]
𲀵	[衤𠕁,,CJK-H]
𲀶	[衣巾丿夫,,CJK-H]
𲀷	[尸屮凵衣,,CJK-H]
𲀸	[衤⺁一口土,,CJK-H]
𲀹	[衤丿口⽱,,CJK-H]
𲀺	[衤亠大,,CJK-H]
𲀻	[衤厂白小,,CJK-H]
𲀼	[衤歹刂灬,,CJK-H]
𲀽	[衤艹亡,,CJK-H]
𲀾	[衤爫臼,,CJK-H]
𲀿	[衤敖,,CJK-H]
𲁀	[衤示,,CJK-H]
𲁁	[衤言辶,,CJK-H]
𲁂	[衤广廿木,,CJK-H]
𲁃	[十口冖石衣,,CJK-H]
𲁄	[衤毛毛毛,,CJK-H]
𲁅	[亠乡隹衣,,CJK-H]
𲁆	[衤肀片爿一,,CJK-H]
𲁇	[衤艹犭隹又,,CJK-H]
𲁈	[衤僉欠,,CJK-H]
𲁉	[覀丿士,,CJK-H]
𲁊	[覀土丸,,CJK-H]
𲁋	[覀土二儿,,CJK-H]
𲁌	[覀䒑月,,CJK-H]
𲁍	[覀身攵,,CJK-H]
𲁎	[宀寸見,,CJK-H]
𲁏	[丷夫目見,,CJK-H]
𲁐	[見牜士罒貝,,CJK-H]
𲁑	[不见,,CJK-H]
𲁒	[见斤,,CJK-H]
𲁓	[见见,,CJK-H]
𲁔	[厂一见,,CJK-H]
𲁕	[士口见,,CJK-H]
𲁖	[艹冖见,,CJK-H]
𲁗	[立木见,,CJK-H]
𲁘	[音见,,CJK-H]
𲁙	[冖方见,,CJK-H]
𲁚	[⺈用可,,CJK-H]
𲁛	[⺈用厶口,,CJK-H]
𲁜	[{凬字心}⺈用,,CJK-H]
𲁝	[爫女⺈用,,CJK-H]
𲁞	[⺈用門木,,CJK-H]
𲁟	[戈口一戈口一⺈用,,CJK-H]
𲁠	[⺈用尸氺罒勹虫,,CJK-H]
𲁡	[言𬺰丿,,CJK-H]
𲁢	[言千,,CJK-H]
𲁣	[言亡,,CJK-H]
𲁤	[言丶乂,,CJK-H]
𲁥	[言丿,,CJK-H]
𲁦	[厶言𠃌一,,CJK-H]
𲁧	[言厂止,,CJK-H]
𲁨	[夕夕言,,CJK-H]
𲁩	[言广土,,CJK-H]
𲁪	[言至刂,,CJK-H]
𲁫	[言山一王,,CJK-H]
𲁬	[言彳生,,CJK-H]
𲁭	[言广亻寸,,CJK-H]
𲁮	[行氵言,,CJK-H]
𲁯	[㐅㐅𠂇子言,,CJK-H]
𲁰	[言儿冫,,CJK-H]
𲁱	[言幺幺一𬺰,,CJK-H]
𲁲	[言一自夂,,CJK-H]
𲁳	[言衣口一,,CJK-H]
𲁴	[言一勹艮,,CJK-H]
𲁵	[言米乛斤,,CJK-H]
𲁶	[言可一口寸,,CJK-H]
𲁷	[言虫虫,,CJK-H]
𲁸	[言冫隹十,,CJK-H]
𲁹	[言幺幺犭㇗匕,,CJK-H]
𲁺	[言冎口辶,,CJK-H]
𲁻	[言十日十舟,,CJK-H]
𲁼	[言爫工彐心,,CJK-H]
𲁽	[言户𠕁口力,,CJK-H]
𲁾	[言虫口虫,,CJK-H]
𲁿	[言丷夫馬,,CJK-H]
𲂀	[言艹土丸云,,CJK-H]
𲂁	[广隹隹言,,CJK-H]
𲂂	[讠几丶,,CJK-H]
𲂃	[讠又丶,,CJK-H]
𲂄	[讠云,,CJK-H]
𲂅	[讠及,,CJK-H]
𲂆	[讠甲,,CJK-H]
𲂇	[讠宀丁,,CJK-H]
𲂈	[讠而,,CJK-H]
𲂉	[讠一业,,CJK-H]
𲂊	[讠亻匕十,,CJK-H]
𲂋	[讠囗木,,CJK-H]
𲂌	[讠〢又土,,CJK-H]
𲂍	[讠言,,CJK-H]
𲂎	[讠工白,,CJK-H]
𲂏	[讠龶𧘇,,CJK-H]
𲂐	[讠十冂,,CJK-H]
𲂑	[讠日皿,,CJK-H]
𲂒	[讠日业,,CJK-H]
𲂓	[讠一曲日,,CJK-H]
𲂔	[讠广廿灬,,CJK-H]
𲂕	[讠广䒑,,CJK-H]
𲂖	[讠丷豕辶,,CJK-H]
𲂗	[讠巛,,CJK-H]
𲂘	[亽ヿ口谷,,CJK-H]
𲂙	[宀𠂇厶谷,,CJK-H]
𲂚	[虍谷,,CJK-H]
𲂛	[宀谷宀土口,,CJK-H]
𲂜	[宀王口土谷,,CJK-H]
𲂝	[豆丷,,CJK-H]
𲂞	[土口䒑欠口,,CJK-H]
𲂟	[士冖豆欠口,,CJK-H]
𲂠	[壴冫欠人小,,CJK-H]
𲂡	[豕五㐄口,,CJK-H]
𲂢	[象丶丿ヿヿヿ灬,,CJK-H]
𲂣	[虍豕勹勹,,CJK-H]
𲂤	[豸冂土,,CJK-H]
𲂥	[豸𠂉也,,CJK-H]
𲂦	[豸子皿,,CJK-H]
𲂧	[豸田田田,,CJK-H]
𲂨	[貝亻匕,,CJK-H]
𲂩	[戶貝,,CJK-H]
𲂪	[貝木一,,CJK-H]
𲂫	[リ巛貝,,CJK-H]
𲂬	[貝心丿,,CJK-H]
𲂭	[吅貝,,CJK-H]
𲂮	[貝耒,,CJK-H]
𲂯	[貝宀子,,CJK-H]
𲂰	[貝⺊日十,,CJK-H]
𲂱	[貝户方,,CJK-H]
𲂲	[貝日勹亾,,CJK-H]
𲂳	[貝千里,,CJK-H]
𲂴	[虫貝干丷,,CJK-H]
𲂵	[⺈厂⺋八刀貝,,CJK-H]
𲂶	[己攵士罒貝,,CJK-H]
𲂷	[罒貝艹日大,,CJK-H]
𲂸	[貝十戈田龷八,,CJK-H]
𲂹	[罒貝言艹日大,,CJK-H]
𲂺	[巛贝,,CJK-H]
𲂻	[贝贝,,CJK-H]
𲂼	[贝斤,,CJK-H]
𲂽	[贝六,,CJK-H]
𲂾	[贝古,,CJK-H]
𲂿	[贝可,,CJK-H]
𲃀	[リ巛贝,,CJK-H]
𲃁	[贝丷,,CJK-H]
𲃂	[贝广⺊口,,CJK-H]
𲃃	[贝氺,,CJK-H]
𲃄	[亻口木贝,,CJK-H]
𲃅	[贝米女,,CJK-H]
𲃆	[虫贝干丷,,CJK-H]
𲃇	[土臼儿,,CJK-H]
𲃈	[土艹〢又皿,,CJK-H]
𲃉	[走马,,CJK-H]
𲃊	[走爪,,CJK-H]
𲃋	[走尸匕,,CJK-H]
𲃌	[走口,,CJK-H]
𲃍	[走爫女,,CJK-H]
𲃎	[走禾刂,,CJK-H]
𲃏	[走龶贝,,CJK-H]
𲃐	[走己日㇂丿,,CJK-H]
𲃑	[走艹亼口,,CJK-H]
𲃒	[走束欠,,CJK-H]
𲃓	[走⺝攵,,CJK-H]
𲃔	[⻊𠃌乚,,CJK-H]
𲃕	[小足,,CJK-H]
𲃖	[⻊马,,CJK-H]
𲃗	[不足,,CJK-H]
𲃘	[⻊尤,,CJK-H]
𲃙	[⻊片,,CJK-H]
𲃚	[⻊匚巾,,CJK-H]
𲃛	[⻊由,,CJK-H]
𲃜	[⻊鸟,,CJK-H]
𲃝	[⻊囗𬺰丿,,CJK-H]
𲃞	[⻊㐅木,,CJK-H]
𲃟	[⻊人云,,CJK-H]
𲃠	[⻊衣,,CJK-H]
𲃡	[⻊冖车,,CJK-H]
𲃢	[⻊舟,,CJK-H]
𲃣	[⻊冖𧘇,,CJK-H]
𲃤	[⻊礻乚,,CJK-H]
𲃥	[⻊尸丶゛,,CJK-H]
𲃦	[⻊力辶,,CJK-H]
𲃧	[⻊弋心,,CJK-H]
𲃨	[⻊口丿口,,CJK-H]
𲃩	[⻊艹寸,,CJK-H]
𲃪	[⻊文寸,,CJK-H]
𲃫	[⻊龶贝,,CJK-H]
𲃬	[⻊舌刂,,CJK-H]
𲃭	[⻊宀゛大,,CJK-H]
𲃮	[⻊穴工,,CJK-H]
𲃯	[⻊门,,CJK-H]
𲃰	[⻊覀土,,CJK-H]
𲃱	[⻊匕白,,CJK-H]
𲃲	[⻊石又又,,CJK-H]
𲃳	[⻊口吅,,CJK-H]
𲃴	[艹戊足,,CJK-H]
𲃵	[⻊冂口辶,,CJK-H]
𲃶	[⻊钅欠,,CJK-H]
𲃷	[⻊月日一,,CJK-H]
𲃸	[⻊丷夫巾,,CJK-H]
𲃹	[⻊氵⺧儿,,CJK-H]
𲃺	[⻊弗贝,,CJK-H]
𲃻	[丁足厶大彡,,CJK-H]
𲃼	[耂日乚足,,CJK-H]
𲃽	[⻊艹老,,CJK-H]
𲃾	[⻊⺮毛,,CJK-H]
𲃿	[⻊衣口一,,CJK-H]
𲄀	[⻊米辶,,CJK-H]
𲄁	[⻊丨日亠,,CJK-H]
𲄂	[⻊夂丰辶,,CJK-H]
𲄃	[⻊牜甫,,CJK-H]
𲄄	[⻊亠鸟,,CJK-H]
𲄅	[亠亻口木足,,CJK-H]
𲄆	[耂日阝足,,CJK-H]
𲄇	[⻊土㇗,,CJK-H]
𲄈	[⻊厂黑,,CJK-H]
𲄉	[⻊穴亻一白,,CJK-H]
𲄊	[厂日月犬足,,CJK-H]
𲄋	[目耂日足,,CJK-H]
𲄌	[⻊艹罒冖夕,,CJK-H]
𲄍	[⻊艹〢皿,,CJK-H]
𲄎	[⻊宀丿米田,,CJK-H]
𲄏	[⻊冂古辶,,CJK-H]
𲄐	[⻊糹束丷,,CJK-H]
𲄑	[艹辟足,,CJK-H]
𲄒	[⻊厂日月犬土,,CJK-H]
𲄓	[⻊言冖方,,CJK-H]
𲄔	[⻊言艹日大,,CJK-H]
𲄕	[⻊艹土八土丸𧘇,,CJK-H]
𲄖	[⻊飠土土土一儿,,CJK-H]
𲄗	[⺄身,,CJK-H]
𲄘	[身王,,CJK-H]
𲄙	[身厂力,,CJK-H]
𲄚	[身长,,CJK-H]
𲄛	[身巴,,CJK-H]
𲄜	[身白,,CJK-H]
𲄝	[⺌彐身,,CJK-H]
𲄞	[身入灬,,CJK-H]
𲄟	[身人夫,,CJK-H]
𲄠	[身土,,CJK-H]
𲄡	[身口巴,,CJK-H]
𲄢	[身穴力,,CJK-H]
𲄣	[身木人人,,CJK-H]
𲄤	[身龶⺝,,CJK-H]
𲄥	[身八刀贝,,CJK-H]
𲄦	[身隹,,CJK-H]
𲄧	[身米女,,CJK-H]
𲄨	[身聿廴,,CJK-H]
𲄩	[身甫寸,,CJK-H]
𲄪	[身儿,,CJK-H]
𲄫	[身亽ヿ衣,,CJK-H]
𲄬	[身止匕糸,,CJK-H]
𲄭	[身𠂇工⺝辶,,CJK-H]
𲄮	[身宀尸貝,,CJK-H]
𲄯	[身⺷丿扌,,CJK-H]
𲄰	[身⺮,,CJK-H]
𲄱	[身臣𠂉口吅,,CJK-H]
𲄲	[身黑,,CJK-H]
𲄳	[車犬,,CJK-H]
𲄴	[⺊尸車,,CJK-H]
𲄵	[車𠂉,,CJK-H]
𲄶	[車丿大,,CJK-H]
𲄷	[車一龰,,CJK-H]
𲄸	[車冂一乂一𬺰,,CJK-H]
𲄹	[車䒑业,,CJK-H]
𲄺	[冖車厶八夂,,CJK-H]
𲄻	[車一口,,CJK-H]
𲄼	[車亠㐅凵禸,,CJK-H]
𲄽	[車冂古,,CJK-H]
𲄾	[車耳又丿,,CJK-H]
𲄿	[⺮竜車,,CJK-H]
𲅀	[车韦,,CJK-H]
𲅁	[车勹厶,,CJK-H]
𲅂	[车尸木,,CJK-H]
𲅃	[金金金车,,CJK-H]
𲅄	[辛丿,,CJK-H]
𲅅	[辛{凬字心}一,,CJK-H]
𲅆	[辛羽,,CJK-H]
𲅇	[尸龶立,,CJK-H]
𲅈	[自辛古,,CJK-H]
𲅉	[辟厂禾禾止,,CJK-H]
𲅊	[辰人禾,,CJK-H]
𲅋	[フ丶辶,,CJK-H]
𲅌	[小辶,,CJK-H]
𲅍	[彡龰亾,,CJK-H]
𲅎	[马辶,,CJK-H]
𲅏	[フ人辶,,CJK-H]
𲅐	[二乛丶辶,,CJK-H]
𲅑	[贝辶,,CJK-H]
𲅒	[亻匕辶,,CJK-H]
𲅓	[𠂇巾辶,,CJK-H]
𲅔	[⺁⺁丶辶,,CJK-H]
𲅕	[丿止一辶,,CJK-H]
𲅖	[皮辶,,CJK-H]
𲅗	[⺊贝辶,,CJK-H]
𲅘	[自辶,,CJK-H]
𲅙	[纟勹丶辶,,CJK-H]
𲅚	[一甲辶,,CJK-H]
𲅛	[亻立辶,,CJK-H]
𲅜	[爫工辶,,CJK-H]
𲅝	[广𠂉十辶,,CJK-H]
𲅞	[广匕十辶,,CJK-H]
𲅟	[耂斤辶,,CJK-H]
𲅠	[日卩辶,,CJK-H]
𲅡	[人人一廾辶,,CJK-H]
𲅢	[冖八木辶,,CJK-H]
𲅣	[宀由辶,,CJK-H]
𲅤	[穴二ㄅ辶,,CJK-H]
𲅥	[尸古辶,,CJK-H]
𲅦	[罒井辶,,CJK-H]
𲅧	[日业辶,,CJK-H]
𲅨	[由歹辶,,CJK-H]
𲅩	[一丰辶,,CJK-H]
𲅪	[彳土寸辶,,CJK-H]
𲅫	[丷一儿斤辶,,CJK-H]
𲅬	[亼口灬辶,,CJK-H]
𲅭	[方𠂉辶,,CJK-H]
𲅮	[⺊冖辛辶,,CJK-H]
𲅯	[人方辶,,CJK-H]
𲅰	[𠂉日一勹辶,,CJK-H]
𲅱	[䒑聿巾辶,,CJK-H]
𲅲	[尸毛小丿辶,,CJK-H]
𲅳	[爿酉辶,,CJK-H]
𲅴	[一氵隹辶,,CJK-H]
𲅵	[一白冖歹辶,,CJK-H]
𲅶	[止土辶,,CJK-H]
𲅷	[⺮土寸辶,,CJK-H]
𲅸	[卯貝辶,,CJK-H]
𲅹	[夂火田辶,,CJK-H]
𲅺	[⺮巾辶,,CJK-H]
𲅻	[彡頁辶,,CJK-H]
𲅼	[𠂉日各辶,,CJK-H]
